,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,esmf.csv,mule.csv,jsecurity.csv,delphilhlplib.csv,piccolo2d.csv,libopenmetaverse.csv,gbif-indexingtoolkit.csv,mptvseries.csv,vars-redux.csv
avifile.csv,0.96,0.01,0.0,0.49,0.61,0.55,0.46,0.44,0.18,0.58,0.31,0.39,0.44
delphilhlplib.csv,0.23,0.0,0.93,0.49,0.35,0.54,0.4,0.77,0.64,0.39,0.55,0.57,0.64
esmf.csv,0.47,0.0,0.0,0.64,0.69,0.41,0.4,0.56,0.6,0.49,0.53,0.6,0.17
gbif-indexingtoolkit.csv,0.59,0.72,0.76,0.24,0.64,0.54,0.59,0.48,0.44,0.51,0.66,0.61,0.51
jgameai.csv,0.0,0.0,0.0,0.54,0.07,0.04,0.0,0.0,0.0,0.07,0.0,0.0,0.0
jsecurity.csv,0.43,0.1,0.0,0.22,0.43,0.34,0.68,0.45,0.57,0.56,0.48,0.55,0.37
libopenmetaverse.csv,0.0,0.0,0.05,0.0,0.21,0.0,0.0,0.0,0.05,0.58,0.09,0.57,0.0
mptvseries.csv,0.42,0.0,0.91,0.18,0.49,0.52,0.35,0.05,0.68,0.45,0.49,0.65,0.67
mule.csv,0.43,0.28,0.97,0.3,0.61,0.67,0.18,0.52,0.52,0.45,0.3,0.19,0.49
piccolo2d.csv,0.23,0.05,0.95,0.14,0.25,0.32,0.16,0.55,0.81,0.35,0.4,0.3,0.65
vars-redux.csv,0.09,0.0,0.75,0.38,0.49,0.21,0.69,0.0,0.69,0.46,0.62,0.58,0.75
werx.csv,0.47,0.97,0.0,0.0,0.0,0.34,0.09,0.24,0.0,0.0,0.48,0.13,0.32
