,reactos-mirror.csv,critterding.csv,exordium.csv,enlightenment.csv,lockss.csv,google-caja.csv,bdbbasic.csv,yafdotnet.csv,modplug.csv,itext.csv
bdbbasic.csv,0.63,0.7,0.42,0.57,0.52,0.46,0.05,0.45,0.41,0.51
critterding.csv,0.63,0.09,0.62,0.59,0.87,0.67,0.49,0.57,0.69,0.6
enlightenment.csv,0.59,0.52,0.56,0.03,0.54,0.69,0.51,0.72,0.53,0.8
exordium.csv,0.74,0.75,0.05,0.7,0.51,0.45,0.74,0.55,0.61,0.53
google-caja.csv,0.67,0.73,0.64,0.8,0.69,0.0,0.47,0.51,0.48,0.55
itext.csv,0.78,0.74,0.65,0.66,0.49,0.67,0.8,0.68,0.55,0.03
lockss.csv,0.89,0.86,0.8,0.81,0.0,0.85,0.5,0.86,0.96,0.88
modplug.csv,0.71,0.62,0.66,0.63,0.6,0.58,0.59,0.85,0.04,0.48
reactos-mirror.csv,0.03,0.79,0.95,0.67,0.69,0.92,0.96,0.95,0.93,0.97
yafdotnet.csv,0.94,0.96,0.69,0.95,0.69,0.77,0.98,0.03,0.72,0.91
