,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.85,1.0,1.0,0.01,0.97,0.96,1.0,1.0,0.99
chrysalis.csv,0.43,0.51,1.0,0.69,0.6,0.84,0.66,0.61,0.27
jahshaka.csv,0.5,0.26,0.75,0.59,0.73,0.77,0.53,0.76,0.73
jam-daq.csv,0.63,0.91,0.76,0.48,0.42,0.43,0.93,0.8,0.89
jatlas.csv,0.79,0.56,0.81,0.54,0.15,0.69,0.86,0.87,0.57
jedit.csv,0.33,0.63,0.57,1.0,0.92,0.98,0.8,0.61,0.79
open-media-library.csv,0.77,0.57,0.45,1.02,0.39,0.62,0.66,0.62,1.01
panda3d.csv,0.5,0.57,0.7,0.35,0.39,0.53,0.81,0.59,0.58
wheat.csv,0.83,0.69,1.0,0.42,0.58,0.78,0.43,0.64,0.75
