,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.32,0.43,0.37,0.71,0.24,0.45,1.0,0.49,0.1,0.41,0.06,0.44,0.56,0.21,0.27,0.46,0.28,0.0
fbmanager.csv,0.59,0.65,0.99,0.77,0.22,0.46,0.44,0.71,0.11,0.39,0.06,0.46,0.67,0.29,0.31,0.68,0.46,0.18
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fityk.csv,0.53,0.65,0.6,0.76,0.25,0.6,0.77,0.7,0.05,0.28,0.0,0.35,0.99,0.28,0.41,0.67,0.39,0.13
fleet-simulator.csv,0.61,0.75,0.64,0.81,0.27,0.82,0.75,0.74,0.1,0.67,0.05,0.48,0.74,0.29,0.39,1.0,0.47,0.22
google-caja.csv,0.53,0.6,0.73,0.99,0.15,0.52,0.59,0.72,0.04,0.34,0.12,0.4,0.71,0.27,0.36,0.81,0.43,0.14
hibernate.csv,0.36,0.47,0.26,0.52,0.37,0.18,0.29,0.67,0.14,0.38,0.06,0.46,0.2,0.33,0.58,0.54,0.97,0.23
itext.csv,0.44,0.69,0.53,0.79,0.28,0.41,0.44,0.97,0.3,0.57,0.1,0.49,0.43,0.25,0.43,0.41,0.42,0.21
k3b.csv,0.65,0.66,0.68,0.77,0.36,1.0,0.63,0.73,0.12,0.54,0.11,0.44,0.68,0.32,0.47,0.77,0.43,0.11
megameknet.csv,0.49,0.58,0.43,0.7,0.29,0.52,0.62,0.59,0.14,0.55,0.14,0.94,0.34,0.23,0.43,0.52,0.42,0.35
myfaces.csv,0.64,0.74,0.69,0.76,0.92,0.8,0.77,0.67,0.07,0.21,0.07,0.31,0.78,0.29,0.23,0.93,0.41,0.13
ninject.csv,0.0,0.22,0.11,0.16,0.32,0.06,0.09,0.16,0.02,0.14,0.0,0.34,0.0,0.11,0.3,0.9,0.37,1.0
ondex.csv,0.37,0.21,0.23,0.24,0.16,0.13,0.1,0.21,0.02,0.13,0.0,0.22,0.08,0.92,0.31,0.93,0.35,0.25
paintown.csv,0.98,0.56,0.6,0.73,0.31,0.57,0.6,0.54,0.1,0.53,0.03,0.43,0.56,0.29,0.5,0.7,0.46,0.19
poormans.csv,0.43,0.5,0.42,0.48,0.38,0.57,0.44,0.66,0.13,0.56,0.0,0.45,0.36,0.35,0.96,0.83,0.37,0.4
powerfolder.csv,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,1.0,0.27,0.0,0.12,0.0,0.0,0.2,0.0,0.06,0.0
smartgwt.csv,0.67,0.52,0.65,0.56,0.3,0.78,0.69,0.59,0.14,0.95,0.07,0.34,0.71,0.26,0.48,0.88,0.48,0.12
triplea.csv,0.63,0.97,0.62,0.74,0.32,0.69,0.63,0.66,0.15,0.65,0.03,0.51,0.52,0.39,0.41,0.75,0.42,0.29
