,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.22,0.19,0.19,0.44,0.35,0.17,0.0,0.1,0.43,0.3,0.29,0.21,0.45,0.57,0.28,0.0,0.21,0.05
fbmanager.csv,0.49,0.24,0.0,0.3,0.69,0.38,0.32,0.2,0.67,0.72,0.88,0.35,0.45,0.75,0.85,0.75,0.51,0.47
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fityk.csv,0.25,0.57,0.55,0.63,0.58,0.29,0.53,0.3,0.55,0.15,0.66,0.31,0.05,0.6,0.5,0.0,0.49,0.67
fleet-simulator.csv,0.63,0.71,0.68,0.67,0.74,1.0,0.89,0.73,0.79,0.2,0.74,0.36,0.64,0.72,0.69,0.0,0.57,0.35
google-caja.csv,0.23,0.57,0.52,0.0,0.78,0.33,0.47,0.23,0.78,0.53,0.44,0.26,0.5,0.8,0.38,0.0,0.4,0.65
hibernate.csv,0.14,0.48,0.0,0.26,0.19,0.17,0.26,0.33,0.28,0.26,0.25,0.09,0.05,0.42,0.18,0.0,0.0,0.33
itext.csv,0.14,0.19,0.16,0.15,0.44,0.17,0.32,0.0,0.19,0.21,0.16,0.26,0.32,0.69,0.34,0.0,0.18,0.22
k3b.csv,0.36,0.62,0.77,0.44,0.35,0.0,0.63,0.37,0.45,0.36,0.29,0.53,0.45,0.69,0.38,0.25,0.39,0.55
megameknet.csv,0.59,0.67,0.06,0.3,0.36,0.46,0.47,0.87,0.53,0.27,0.47,0.0,0.23,0.61,0.34,0.75,0.28,0.16
myfaces.csv,0.97,0.67,0.97,0.85,0.0,0.92,0.79,0.97,0.93,0.13,0.98,0.9,0.91,0.72,0.71,1.0,0.95,0.96
ninject.csv,0.0,0.0,0.0,0.19,0.1,0.12,0.26,0.03,0.63,0.05,0.75,0.06,0.05,0.01,0.05,0.12,0.8,0.0
ondex.csv,0.11,0.1,0.16,0.04,0.11,0.04,0.11,0.03,0.67,0.12,0.66,0.11,0.09,0.01,0.16,0.12,0.61,0.04
paintown.csv,0.0,0.33,0.32,0.26,0.56,0.29,0.32,0.4,0.73,0.37,0.61,0.53,0.45,0.66,0.34,0.0,0.54,0.44
poormans.csv,0.6,0.62,0.48,0.26,0.14,0.58,0.32,0.83,0.2,0.02,0.24,0.17,0.09,0.23,0.01,0.0,0.22,0.13
powerfolder.csv,0.0,0.0,0.0,0.0,0.04,0.0,0.05,0.0,0.0,0.0,0.02,0.03,0.0,0.01,0.02,0.0,0.01,0.0
smartgwt.csv,0.73,0.67,0.9,0.41,0.39,0.92,0.68,0.6,0.4,0.0,0.8,0.37,0.73,0.37,0.2,1.0,0.6,0.73
triplea.csv,0.22,0.05,0.32,0.59,0.58,0.42,0.37,0.5,0.47,0.07,0.53,0.24,0.23,0.54,0.53,0.12,0.36,0.24
