,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.5,0.71,0.6,0.81,0.17,0.82,1.0,0.8,0.05,0.35,0.03,0.4,0.68,0.14,0.23,1.0,0.32,0.0
fbmanager.csv,0.55,0.78,1.0,0.87,0.13,0.69,0.67,0.79,0.06,0.26,0.03,0.36,0.73,0.17,0.19,0.84,0.35,0.1
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fityk.csv,0.63,0.64,0.56,0.77,0.15,0.8,0.74,0.72,0.03,0.33,0.0,0.29,0.98,0.18,0.28,1.0,0.3,0.08
fleet-simulator.csv,0.52,0.65,0.55,0.79,0.16,0.7,0.65,0.6,0.05,0.56,0.03,0.36,0.71,0.18,0.25,1.0,0.34,0.14
google-caja.csv,0.65,0.61,0.64,1.0,0.09,0.74,0.68,0.77,0.02,0.24,0.06,0.34,0.73,0.17,0.27,1.0,0.35,0.08
hibernate.csv,0.63,0.57,1.0,0.81,0.3,0.6,0.58,0.69,0.08,0.34,0.04,0.56,0.83,0.23,0.5,1.0,1.0,0.14
itext.csv,0.69,0.83,0.74,0.93,0.18,0.8,0.67,1.0,0.18,0.5,0.06,0.41,0.67,0.16,0.33,1.0,0.46,0.14
k3b.csv,0.63,0.63,0.56,0.82,0.24,1.0,0.65,0.7,0.07,0.41,0.06,0.3,0.74,0.2,0.34,0.95,0.36,0.06
megameknet.csv,0.46,0.58,0.83,0.85,0.2,0.69,0.69,0.49,0.07,0.45,0.08,1.0,0.67,0.15,0.33,0.78,0.39,0.25
myfaces.csv,0.48,0.66,0.53,0.73,0.98,0.71,0.68,0.52,0.03,0.28,0.04,0.19,0.67,0.18,0.15,0.87,0.27,0.07
ninject.csv,0.0,1.0,1.0,0.58,0.33,0.4,0.29,0.75,0.01,0.33,0.0,0.53,0.0,0.67,0.54,0.98,0.26,1.0
ondex.csv,0.68,0.67,0.5,0.92,0.18,0.8,0.5,0.8,0.01,0.2,0.0,0.31,0.5,0.97,0.33,0.98,0.26,0.33
paintown.csv,1.0,0.68,0.66,0.88,0.19,0.79,0.75,0.59,0.05,0.4,0.02,0.3,0.68,0.18,0.37,1.0,0.34,0.11
poormans.csv,0.41,0.54,0.46,0.79,0.33,0.67,0.67,0.54,0.08,0.86,0.0,0.44,0.83,0.28,0.97,1.0,0.39,0.3
powerfolder.csv,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.45,0.0,0.0,0.57,0.0,0.62,0.0
smartgwt.csv,0.54,0.53,0.52,0.76,0.2,0.7,0.67,0.55,0.08,0.99,0.04,0.27,0.67,0.19,0.42,0.86,0.34,0.07
triplea.csv,0.71,0.97,0.67,0.77,0.19,0.78,0.74,0.62,0.08,0.71,0.02,0.43,0.77,0.25,0.28,0.97,0.36,0.19
