,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.75,0.79,0.6,0.39,0.6,0.68,0.39,0.67,0.47,0.39,0.65,0.65,0.48,0.41,0.64,0.75,0.76,0.67
fbmanager.csv,0.53,0.52,0.48,0.37,0.58,0.66,0.5,0.39,0.48,0.67,0.35,0.61,0.46,0.33,0.53,0.46,0.55,0.59
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fityk.csv,0.55,0.36,0.38,0.39,0.52,0.57,0.36,0.44,0.48,0.99,0.43,0.57,0.42,0.39,0.43,0.52,0.52,0.53
fleet-simulator.csv,0.46,0.28,0.47,0.33,0.44,0.4,0.29,0.4,0.32,0.38,0.37,0.45,0.38,0.33,0.41,0.3,0.4,0.55
google-caja.csv,0.56,0.35,0.38,0.35,0.54,0.65,0.39,0.4,0.36,0.55,0.56,0.57,0.37,0.32,0.52,0.32,0.53,0.49
hibernate.csv,0.85,0.48,0.8,0.59,0.79,0.9,0.75,0.53,0.81,0.84,0.78,0.71,0.83,0.47,0.61,0.6,0.74,0.81
itext.csv,0.59,0.43,0.63,0.39,0.55,0.75,0.5,0.47,0.61,0.39,0.94,0.51,0.67,0.34,0.48,0.64,0.61,0.71
k3b.csv,0.44,0.34,0.39,0.37,0.5,0.45,0.35,0.35,0.46,0.34,0.62,0.48,0.37,0.34,0.45,0.41,0.44,0.5
megameknet.csv,0.65,0.45,0.75,0.46,0.56,0.69,0.45,0.47,0.51,0.68,0.5,0.7,0.8,0.43,0.52,0.67,0.66,0.92
myfaces.csv,0.44,0.39,0.44,0.41,0.98,0.43,0.34,0.44,0.38,0.98,0.32,0.52,0.38,0.42,0.64,0.34,0.46,0.4
ninject.csv,0.0,0.75,0.5,0.92,0.98,0.8,0.86,0.75,0.53,0.96,0.43,0.97,0.0,0.67,0.92,0.37,0.55,0.8
ondex.csv,0.92,0.83,0.9,0.92,0.97,0.8,0.75,0.8,0.49,0.98,0.47,0.97,0.75,0.97,0.97,0.35,0.62,0.67
paintown.csv,0.52,0.45,0.45,0.39,0.45,0.48,0.42,0.41,0.35,0.37,0.36,0.45,0.39,0.37,0.49,0.38,0.45,0.52
poormans.csv,0.67,0.46,0.75,0.59,0.66,0.67,0.56,0.48,0.73,0.84,0.76,0.64,0.75,0.66,0.7,0.37,0.58,0.8
powerfolder.csv,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.8,0.93,0.5,0.91,0.0,0.5,0.86,0.0,0.88,0.0
smartgwt.csv,0.47,0.43,0.45,0.59,0.63,0.4,0.38,0.55,0.63,0.56,0.35,0.6,0.39,0.65,0.6,0.37,0.54,0.49
triplea.csv,0.45,0.41,0.43,0.37,0.41,0.43,0.48,0.41,0.47,0.55,0.5,0.47,0.55,0.42,0.4,0.41,0.49,0.69
