,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.56,0.55,0.09,1.0,0.0,0.17,0.39,0.0,0.5,0.23,0.17,0.19,0.41
empserver.csv,0.55,0.56,0.5,0.64,0.54,0.64,0.37,0.2,0.41,0.93,0.78,0.66,0.58
emulemorph.csv,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.86,0.12,0.0,0.0,0.06,0.23
google-web-toolkit.csv,0.4,0.38,0.45,0.54,0.74,0.56,0.78,0.36,0.37,0.47,0.57,0.54,0.99
htmlunit.csv,0.49,0.56,0.25,0.22,0.92,0.96,0.64,0.37,0.24,0.44,0.59,0.25,0.31
jaxen.csv,0.09,0.0,0.09,0.09,0.0,0.2,1.0,0.2,0.0,0.0,0.48,0.28,0.09
jguard.csv,0.52,0.2,0.61,0.51,0.68,0.56,0.51,0.64,0.89,0.66,0.65,0.34,0.6
kowari.csv,0.09,0.21,0.33,0.22,0.0,0.21,0.24,0.2,0.09,0.0,1.0,0.04,0.19
maidsafe-dht.csv,0.0,0.29,1.0,0.02,0.0,0.28,0.0,0.0,0.27,0.07,0.59,0.1,0.16
mimosa.csv,0.59,0.0,0.58,0.61,0.0,0.71,0.33,0.72,0.55,0.57,0.69,1.0,0.56
vdsf.csv,0.35,0.87,0.34,0.48,0.3,0.26,0.41,0.45,0.35,0.3,0.39,0.39,0.51
xbrlapi.csv,0.96,0.59,0.24,0.37,0.0,0.61,0.4,0.35,0.3,0.52,0.44,0.62,0.36
