,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.68,0.65,0.98,0.01,1.04,0.91,0.89,1.03,0.63,0.81,0.89,0.86,0.78
empserver.csv,0.66,0.61,0.71,0.57,0.81,0.65,0.93,0.95,0.67,0.08,0.46,0.43,0.64
emulemorph.csv,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.17,0.9,1.0,1.0,0.95,0.82
google-web-toolkit.csv,0.8,0.74,0.72,0.58,0.64,0.62,0.33,0.8,0.71,0.76,0.6,0.64,0.02
htmlunit.csv,0.74,0.62,0.82,0.88,0.29,0.05,0.41,0.72,0.82,0.74,0.53,0.81,0.77
jaxen.csv,0.93,1.0,0.93,0.94,1.0,0.83,0.0,0.85,1.0,1.0,0.57,0.76,0.93
jguard.csv,0.8,0.98,0.73,0.81,0.7,0.68,0.82,0.69,0.13,0.66,0.59,0.92,0.64
kowari.csv,0.93,0.83,0.72,0.94,1.0,0.82,0.8,0.83,0.93,1.0,0.0,0.97,0.85
maidsafe-dht.csv,1.0,0.76,0.0,0.98,1.0,0.76,1.0,1.01,0.78,0.95,0.52,0.93,0.88
mimosa.csv,0.7,1.0,0.73,0.74,1.28,0.64,0.92,0.66,0.58,0.64,0.63,0.0,0.71
vdsf.csv,0.9,0.15,0.91,0.84,0.92,0.94,0.91,0.86,0.91,0.95,0.92,0.93,0.82
xbrlapi.csv,0.05,0.73,0.87,0.75,1.09,0.72,0.86,0.85,0.86,0.64,0.77,0.57,0.75
