,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.53,0.1,0.05,0.98,0.0,0.18,0.04,0.0,0.42,0.64,0.05,0.46,0.53
empserver.csv,0.55,0.11,0.19,0.37,0.0,0.36,0.03,0.02,0.48,1.0,0.15,0.73,0.63
emulemorph.csv,0.0,0.0,0.0,0.35,0.0,0.0,0.0,1.0,0.43,0.0,0.0,0.67,0.68
google-web-toolkit.csv,0.44,0.09,0.19,0.4,0.0,0.36,0.15,0.04,0.42,0.49,0.11,0.53,0.99
htmlunit.csv,0.49,0.11,0.18,0.19,0.01,1.0,0.27,0.06,0.35,0.5,0.14,0.53,0.62
jaxen.csv,0.43,0.0,0.33,0.2,0.0,0.65,1.0,0.05,0.0,0.0,0.6,0.82,0.48
jguard.csv,0.5,0.07,0.22,0.28,0.0,0.33,0.06,0.07,1.0,0.59,0.11,0.45,0.63
kowari.csv,0.5,0.12,0.36,0.14,0.0,0.42,0.33,0.17,1.0,0.0,1.0,1.0,0.66
maidsafe-dht.csv,0.0,0.14,1.0,0.09,0.0,0.6,0.0,0.0,0.5,0.4,0.15,0.33,0.6
mimosa.csv,0.54,0.09,0.2,0.34,0.0,0.4,0.05,0.08,0.46,0.57,0.11,1.0,0.59
vdsf.csv,0.53,0.75,0.18,0.29,0.0,0.29,0.04,0.06,0.32,0.46,0.05,0.39,0.58
xbrlapi.csv,1.0,0.09,0.12,0.29,0.0,0.35,0.04,0.04,0.24,0.58,0.07,0.57,0.58
