,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.0,2.0,19.0,0.0,490.0,21.0,49.0,109.0,1.0,0.0,5.0,2.0,2.0
empserver.csv,0.0,5.0,8.0,2.0,291.0,15.0,54.0,45.0,1.0,0.0,0.0,0.0,0.0
emulemorph.csv,81.0,1261.0,73.0,0.0,490.0,276.0,86.0,0.0,0.0,68.0,84.0,0.0,2.0
google-web-toolkit.csv,0.0,29.0,14.0,5.0,228.0,29.0,18.0,15.0,8.0,1.0,3.0,0.0,0.0
htmlunit.csv,0.0,91.0,9.0,15.0,110.0,0.0,4.0,2.0,0.0,3.0,4.0,2.0,3.0
jaxen.csv,1.0,1261.0,1.0,1.0,490.0,5.0,0.0,11.0,85.0,68.0,2.0,0.0,0.0
jguard.csv,0.0,1.0,7.0,34.0,249.0,5.0,57.0,3.0,0.0,1.0,2.0,1.0,1.0
kowari.csv,0.0,11.0,5.0,20.0,490.0,5.0,0.0,2.0,0.0,68.0,0.0,0.0,2.0
maidsafe-dht.csv,81.0,0.0,0.0,1.0,490.0,0.0,86.0,109.0,3.0,0.0,0.0,4.0,0.0
mimosa.csv,0.0,5.0,5.0,11.0,490.0,7.0,66.0,1.0,2.0,0.0,1.0,0.0,3.0
vdsf.csv,0.0,0.0,8.0,21.0,357.0,27.0,62.0,2.0,2.0,1.0,8.0,1.0,4.0
xbrlapi.csv,0.0,5.0,3.0,1.0,490.0,15.0,48.0,2.0,3.0,1.0,4.0,4.0,3.0
