,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.57,0.55,0.95,0.7,0.9,0.88,0.55,0.96,0.79,0.91,0.95,0.92,0.72
empserver.csv,0.5,0.52,0.57,0.47,0.37,0.39,0.58,0.55,0.61,0.58,0.45,0.52,0.47
emulemorph.csv,0.67,0.0,0.0,0.92,0.98,0.92,0.0,0.8,0.86,0.0,0.83,0.67,0.98
google-web-toolkit.csv,0.53,0.56,0.56,0.56,0.46,0.5,0.69,0.62,0.79,0.49,0.62,0.61,0.51
htmlunit.csv,0.6,0.45,0.76,0.7,0.82,0.6,0.91,0.74,0.76,0.57,0.61,0.67,0.69
jaxen.csv,0.86,0.0,0.67,0.93,0.95,0.96,0.8,0.85,0.0,0.0,0.8,0.91,0.97
jguard.csv,0.45,0.28,0.45,0.58,0.39,0.45,0.46,0.48,0.69,0.45,0.51,0.41,0.49
kowari.csv,0.83,0.99,0.91,0.86,0.93,0.97,0.67,0.83,0.5,0.0,0.86,0.0,0.98
maidsafe-dht.csv,0.67,0.94,0.86,0.91,0.94,0.97,0.5,0.78,0.86,0.8,0.52,0.89,0.98
mimosa.csv,0.41,0.26,0.44,0.5,0.37,0.34,0.44,0.44,0.51,0.51,0.37,0.55,0.43
vdsf.csv,0.39,0.99,0.44,0.62,0.37,0.41,0.5,0.39,0.45,0.45,0.51,0.49,0.49
xbrlapi.csv,0.55,0.38,0.81,0.69,0.57,0.42,0.49,0.6,0.61,0.84,0.49,0.5,0.75
