,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,0.57,0.69,0.69,0.6
ngl.csv,0.55,0.65,0.67,0.71
qmmp.csv,0.52,0.61,0.63,0.71
quarkplusplus.csv,0.57,0.57,0.63,0.49
