,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,0.7,0.46,0.62,0.54
ngl.csv,0.65,0.67,0.49,0.54
qmmp.csv,0.61,0.56,0.52,0.4
quarkplusplus.csv,0.54,0.63,0.52,0.64
