,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,1.0,0.73,1.0,0.99,0.79,0.53,0.31,0.5,0.94,0.64,0.89,0.25,0.88,0.89
encog-cs.csv,1.0,0.76,0.79,0.86,0.82,0.7,0.72,0.7,0.95,0.5,0.58,0.9,0.82,0.86
extprosys.csv,1.0,0.45,0.94,0.61,0.61,0.4,0.62,0.65,0.58,0.73,0.42,0.75,0.62,0.31
ibatisdb.csv,0.0,0.22,0.04,0.17,0.32,0.2,0.46,0.27,0.05,0.23,0.21,0.7,0.14,1.0
intact.csv,0.0,0.96,0.17,0.45,0.61,1.0,0.82,0.26,0.26,0.18,0.45,0.75,0.28,0.11
japano.csv,1.0,0.76,0.96,0.43,0.39,0.6,0.33,1.0,0.58,0.73,0.87,0.4,0.8,0.94
lockss.csv,0.0,0.0,0.02,0.0,0.11,0.1,0.21,0.08,0.02,0.77,0.03,0.3,0.05,0.03
ofbiz.csv,0.0,0.43,0.4,0.22,0.11,0.33,0.03,0.27,0.27,0.18,0.45,0.15,1.0,0.72
officefloor.csv,0.0,0.41,0.55,0.88,0.54,0.57,0.67,0.83,0.15,0.36,0.87,0.75,0.13,0.86
opennms.csv,0.0,0.27,0.02,0.22,0.96,0.03,0.26,0.16,0.29,0.14,0.24,0.0,0.18,0.03
rohxel.csv,1.0,0.51,0.91,0.69,0.46,0.67,0.97,0.6,0.5,0.64,0.5,0.55,0.49,0.78
roolo.csv,0.0,0.57,0.53,0.17,0.46,0.23,0.15,0.22,0.15,0.45,0.37,0.95,0.34,0.08
sevenupdate.csv,1.0,1.0,1.0,0.94,0.89,0.93,0.92,0.97,0.88,0.95,0.87,0.95,0.9,0.83
