,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,59.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,14.0,4.0,94.0,1.0,1.0,27.0
encog-cs.csv,60.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,22.0,318.0,0.0,2.0,17.0
extprosys.csv,52.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,6.0,290.0,0.0,2.0,11.0
ibatisdb.csv,104.0,0.0,9.0,2.0,6.0,1.0,0.0,0.0,1.0,26.0,31.0,0.0,0.0,0.0
intact.csv,104.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,10.0,4.0,45.0,0.0,1.0,1.0
japano.csv,48.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,250.0,0.0,9.0,13.0
lockss.csv,104.0,54.0,1.0,116.0,2.0,0.0,0.0,0.0,8.0,0.0,50.0,0.0,1.0,5.0
ofbiz.csv,104.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,10.0,26.0,0.0,0.0,12.0
officefloor.csv,104.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,17.0
opennms.csv,104.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,50.0,56.0,0.0,13.0
rohxel.csv,46.0,0.0,1.0,1.0,11.0,3.0,0.0,0.0,2.0,2.0,134.0,0.0,2.0,8.0
roolo.csv,104.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,87.0,0.0,2.0,15.0
sevenupdate.csv,62.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,16.0,6.0,323.0,0.0,2.0,17.0
