,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.63,0.71,0.68,0.68,0.41,0.35,0.62,0.64,0.53,0.43,0.57,0.48,0.48,0.52,0.5,0.72,0.98,0.54,0.76,0.68
cornerstone.csv,0.6,0.72,0.69,0.46,0.41,0.55,0.56,0.58,0.52,0.07,0.98,0.53,0.59,0.6,0.49,0.61,0.59,0.62,0.62,0.47
emeraldemu.csv,0.56,0.5,0.62,0.68,0.46,0.48,0.61,0.97,0.29,0.26,0.58,0.49,0.57,0.35,0.47,0.37,0.6,0.4,0.54,0.62
grafx2.csv,0.7,0.72,0.63,0.78,0.39,0.26,0.6,0.63,0.55,0.65,0.54,0.59,0.51,0.9,0.63,0.77,0.67,0.53,0.54,0.62
jahshakafx.csv,0.98,0.59,0.65,0.25,0.21,0.24,0.37,0.49,0.3,0.33,0.41,0.09,0.19,0.25,0.47,0.46,0.41,0.54,0.54,0.38
kindb.csv,0.82,0.77,0.73,0.77,0.55,0.5,0.7,0.68,0.6,0.6,0.72,0.67,0.65,0.66,0.7,0.98,0.71,0.59,0.8,0.68
maya-work-in-progress.csv,0.75,0.59,0.72,0.53,0.62,0.59,0.57,0.65,0.63,0.98,0.49,0.77,0.61,0.68,0.61,0.69,0.68,0.69,0.72,0.66
netatalk.csv,0.69,0.73,0.6,0.71,0.41,0.28,0.53,0.61,0.47,0.43,0.49,0.65,0.46,0.49,0.43,0.69,0.63,0.88,0.54,0.51
novembre.csv,0.33,0.32,0.68,0.2,0.25,0.13,0.89,0.33,0.18,0.19,0.25,0.26,0.26,0.27,0.24,0.37,0.35,0.48,0.78,0.29
ns-3.csv,0.63,0.5,0.69,0.47,0.35,0.98,0.56,0.6,0.61,0.55,0.28,0.32,0.59,0.27,0.44,0.71,0.52,0.66,0.51,0.64
nullc.csv,0.55,0.0,0.0,0.0,0.97,0.52,0.4,0.62,0.44,0.59,0.51,0.49,0.17,0.76,0.56,0.54,0.27,0.21,0.57,0.63
open-beos.csv,0.68,0.63,0.73,0.42,0.5,0.53,0.56,0.53,0.97,0.23,0.43,0.61,0.59,0.28,0.56,0.49,0.65,0.41,0.73,0.43
pixel-commandos.csv,0.36,0.46,0.31,0.25,0.1,0.07,0.16,0.28,0.04,0.04,0.17,0.05,0.12,0.27,0.24,0.07,0.35,0.17,1.0,0.17
planeshift.csv,0.71,0.65,0.35,0.37,0.45,0.68,0.3,0.66,0.62,0.67,0.52,0.5,0.99,0.79,0.58,0.6,0.44,0.56,0.69,0.6
plee-the-bear.csv,0.39,0.15,0.82,0.05,0.0,0.2,0.46,0.41,0.28,0.09,0.49,0.17,0.45,0.35,0.4,0.36,0.37,0.28,0.09,0.34
reaper-ecad.csv,0.51,0.2,0.49,0.93,0.3,0.49,0.65,0.58,0.44,0.3,0.51,0.13,0.53,0.29,0.41,0.22,0.56,0.38,0.64,0.63
sbml.csv,0.79,0.63,0.72,0.79,0.66,0.57,0.61,0.73,0.6,0.59,0.55,0.74,0.66,0.38,0.99,0.71,0.65,0.56,0.75,0.6
unimrcp.csv,0.45,0.39,0.5,0.33,0.37,0.09,0.24,0.34,0.15,0.15,0.33,0.97,0.15,0.25,0.13,0.18,0.38,0.25,0.0,0.23
unladen-swallow.csv,0.13,0.6,0.43,0.28,0.31,0.47,0.49,0.36,0.45,0.34,0.12,0.31,0.34,0.36,0.39,0.51,0.25,0.35,0.0,0.38
xmoto.csv,0.66,0.71,0.64,0.42,0.44,0.42,0.61,0.69,0.48,0.46,0.6,0.59,0.52,0.58,0.68,0.77,0.68,0.69,0.51,0.98
