,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.53,0.22,0.11,0.25,0.95,0.75,0.43,0.5,0.59,0.86,0.63,0.41,0.89,0.83,0.87,0.96,1.0,0.54,0.14,0.69
cornerstone.csv,0.49,0.21,0.12,0.24,0.9,0.67,0.28,0.36,0.53,0.17,0.98,0.26,0.79,0.56,0.73,0.73,0.64,0.31,0.05,0.52
emeraldemu.csv,0.32,0.25,0.19,0.27,0.88,0.72,0.39,0.99,0.71,0.88,0.53,0.27,0.77,0.72,0.68,1.0,0.64,0.29,0.1,0.51
grafx2.csv,0.54,0.17,0.08,0.21,0.89,0.7,0.36,0.52,0.55,0.52,0.51,0.34,0.81,1.0,0.85,0.84,0.69,0.41,0.09,0.58
jahshakafx.csv,1.0,0.23,0.21,0.21,0.9,0.88,0.38,0.54,0.61,0.82,0.6,0.15,0.77,0.82,0.89,0.88,0.74,0.44,0.12,0.8
kindb.csv,0.55,0.2,0.1,0.24,0.9,0.67,0.35,0.39,0.51,0.69,0.62,0.37,0.82,0.77,0.8,1.0,0.69,0.42,0.07,0.69
maya-work-in-progress.csv,0.43,0.16,0.09,0.18,0.85,0.74,0.31,0.36,0.45,1.0,0.54,0.38,0.79,0.72,0.75,0.85,0.63,0.34,0.06,0.54
netatalk.csv,0.56,0.17,0.11,0.25,0.9,0.84,0.31,0.51,0.69,0.63,0.56,0.5,0.9,0.57,0.79,0.96,0.75,1.0,0.11,0.63
novembre.csv,0.66,0.22,0.14,0.08,0.73,0.94,1.0,0.53,0.54,1.0,0.44,0.43,0.85,0.77,0.83,1.0,0.87,0.55,0.27,0.75
ns-3.csv,0.34,0.15,0.08,0.1,0.94,0.99,0.29,0.34,0.52,0.44,0.55,0.26,0.78,0.44,0.68,0.76,0.57,0.32,0.05,0.55
nullc.csv,0.32,0.12,0.06,0.13,1.0,0.66,0.29,0.35,0.4,0.43,0.66,0.26,0.75,0.67,0.72,0.72,0.56,0.27,0.04,0.5
open-beos.csv,0.53,0.17,0.14,0.2,0.88,0.74,0.4,0.39,0.98,0.6,0.42,0.34,0.79,0.49,0.73,0.65,0.66,0.42,0.08,0.56
pixel-commandos.csv,0.7,0.21,0.15,0.1,1.0,1.0,0.5,0.72,0.8,1.0,0.64,1.0,0.94,0.91,1.0,1.0,0.84,1.0,1.0,1.0
planeshift.csv,0.39,0.15,0.06,0.12,0.77,0.75,0.29,0.37,0.44,0.51,0.53,0.28,1.0,0.69,0.72,0.72,0.58,0.28,0.06,0.48
plee-the-bear.csv,0.2,0.24,1.0,0.5,0.74,0.64,0.24,0.24,0.35,0.4,0.47,0.24,0.71,0.37,0.61,0.63,0.43,0.22,0.02,0.4
reaper-ecad.csv,0.29,0.04,0.06,0.96,0.79,0.65,0.38,0.32,0.34,0.34,0.48,0.1,0.75,0.33,0.65,0.62,0.56,0.23,0.06,0.5
sbml.csv,0.5,0.14,0.09,0.21,0.89,0.69,0.31,0.43,0.43,0.45,0.52,0.53,0.81,0.82,0.99,0.77,0.64,0.27,0.07,0.48
unimrcp.csv,0.56,0.27,0.29,0.24,0.94,0.83,0.27,0.55,0.64,0.67,0.61,1.0,0.89,1.0,1.0,1.0,0.78,0.75,0.0,0.88
unladen-swallow.csv,0.23,0.72,0.04,0.07,0.67,0.61,0.3,0.23,0.33,0.34,0.56,0.15,0.73,0.41,0.59,0.66,0.36,0.16,0.0,0.33
xmoto.csv,0.43,0.17,0.09,0.21,0.81,0.73,0.31,0.42,0.53,0.65,0.55,0.3,0.84,0.58,0.86,0.84,0.7,0.4,0.05,1.0
