,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,4.0,1.0,62.0,1.0,0.0,2.0,0.0,22.0,4.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
cornerstone.csv,9.0,2.0,78.0,0.0,0.0,1.0,3.0,3.0,1.0,8.0,0.0,5.0,3.0,1.0,1.0,1.0,10.0,1.0,42.0,1.0
emeraldemu.csv,101.0,2.0,27.0,16.0,0.0,0.0,4.0,0.0,6.0,1.0,0.0,9.0,1.0,2.0,0.0,0.0,0.0,6.0,6.0,0.0
grafx2.csv,1.0,1.0,124.0,17.0,0.0,0.0,3.0,6.0,7.0,2.0,4.0,4.0,1.0,0.0,1.0,2.0,4.0,6.0,12.0,1.0
jahshakafx.csv,0.0,16.0,7.0,2.0,1.0,0.0,3.0,12.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0
kindb.csv,1.0,16.0,78.0,6.0,0.0,2.0,0.0,14.0,2.0,1.0,0.0,6.0,2.0,2.0,3.0,0.0,0.0,1.0,13.0,3.0
maya-work-in-progress.csv,10.0,3.0,90.0,1.0,0.0,6.0,1.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,1.0
netatalk.csv,2.0,2.0,68.0,6.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,9.0,1.0
novembre.csv,1.0,5.0,1.0,42.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
ns-3.csv,56.0,3.0,20.0,60.0,0.0,0.0,5.0,4.0,1.0,9.0,3.0,13.0,2.0,2.0,0.0,4.0,1.0,7.0,8.0,1.0
nullc.csv,64.0,3.0,58.0,80.0,0.0,0.0,6.0,5.0,7.0,0.0,0.0,11.0,3.0,2.0,1.0,2.0,1.0,7.0,49.0,1.0
open-beos.csv,2.0,30.0,31.0,6.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,12.0,3.0,3.0,9.0,4.0,0.0,1.0,18.0,6.0
pixel-commandos.csv,6.0,51.0,16.0,27.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
planeshift.csv,40.0,0.0,47.0,73.0,1.0,0.0,3.0,3.0,6.0,0.0,2.0,10.0,0.0,1.0,4.0,4.0,8.0,11.0,22.0,0.0
plee-the-bear.csv,97.0,4.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,14.0,2.0,2.0,1.0,2.0,1.0,1.0,44.0,0.0
reaper-ecad.csv,104.0,3.0,58.0,0.0,0.0,0.0,7.0,7.0,8.0,0.0,0.0,11.0,3.0,2.0,1.0,2.0,1.0,1.0,40.0,1.0
sbml.csv,8.0,2.0,14.0,15.0,0.0,0.0,2.0,8.0,9.0,19.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,15.0,1.0
unimrcp.csv,4.0,1.0,13.0,1.0,0.0,0.0,7.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,94.0,0.0
unladen-swallow.csv,14.0,0.0,48.0,51.0,1.0,1.0,3.0,7.0,5.0,0.0,2.0,13.0,2.0,2.0,7.0,2.0,1.0,1.0,94.0,0.0
xmoto.csv,34.0,0.0,9.0,7.0,0.0,0.0,2.0,0.0,1.0,5.0,2.0,9.0,0.0,2.0,1.0,2.0,3.0,5.0,28.0,0.0
