,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.6,0.73,0.7,0.67,0.36,0.31,0.6,0.62,0.49,0.38,0.55,0.44,0.43,0.47,0.45,0.68,0.97,0.5,0.75,0.67
cornerstone.csv,0.57,0.75,0.7,0.42,0.36,0.61,0.6,0.6,0.49,0.06,0.98,0.56,0.63,0.77,0.47,0.65,0.59,0.71,0.75,0.44
emeraldemu.csv,0.83,0.46,0.58,0.67,0.42,0.45,0.6,0.96,0.25,0.22,0.65,0.48,0.65,0.3,0.47,0.32,0.6,0.36,0.5,0.67
grafx2.csv,0.69,0.82,0.67,0.88,0.34,0.22,0.6,0.61,0.52,0.66,0.59,0.59,0.49,0.88,0.61,0.79,0.69,0.5,0.5,0.61
jahshakafx.csv,0.98,0.56,0.61,0.21,0.18,0.2,0.33,0.44,0.26,0.28,0.37,0.07,0.16,0.21,0.42,0.41,0.36,0.5,0.5,0.33
kindb.csv,0.86,0.85,0.79,0.83,0.52,0.49,0.93,0.77,0.6,0.56,0.82,0.7,0.7,0.63,0.74,0.97,0.75,0.57,1.0,0.67
maya-work-in-progress.csv,0.83,0.59,0.88,0.5,0.68,0.6,0.93,0.84,0.74,0.97,0.92,0.93,0.73,0.67,0.64,0.68,0.9,0.86,1.0,0.72
netatalk.csv,0.67,0.9,0.58,0.71,0.36,0.24,0.53,0.58,0.42,0.38,0.47,0.63,0.41,0.47,0.39,0.65,0.61,0.86,0.5,0.47
novembre.csv,0.28,0.28,0.67,0.17,0.22,0.11,0.87,0.29,0.15,0.16,0.22,0.22,0.22,0.23,0.2,0.32,0.3,0.43,0.75,0.25
ns-3.csv,0.78,0.47,0.82,0.5,0.3,0.98,0.8,0.69,0.61,0.56,0.24,0.89,0.73,0.63,0.42,0.91,0.88,0.79,0.5,0.67
nullc.csv,0.81,1.0,1.0,1.0,0.96,0.76,0.93,0.84,0.85,0.72,0.47,0.78,0.9,0.88,0.8,1.0,0.97,0.93,0.75,0.75
open-beos.csv,0.67,0.64,0.73,0.38,0.46,0.51,0.53,0.51,0.96,0.19,0.51,0.63,0.63,0.79,0.59,0.5,0.67,0.36,0.75,0.39
pixel-commandos.csv,0.31,0.42,0.27,0.21,0.08,0.06,0.13,0.24,0.03,0.03,0.14,0.04,0.1,0.23,0.2,0.06,0.3,0.14,1.0,0.14
planeshift.csv,0.85,0.91,0.91,0.88,0.54,0.74,1.0,0.87,0.76,0.72,0.84,0.85,0.99,0.88,0.79,0.91,0.94,0.79,1.0,0.72
plee-the-bear.csv,0.42,0.12,0.79,0.04,0.62,0.84,0.67,0.56,0.75,0.97,0.59,0.81,0.58,0.4,0.51,0.71,0.36,0.71,0.5,0.72
reaper-ecad.csv,0.7,0.17,0.82,0.92,0.74,0.76,0.67,0.69,0.62,0.69,0.57,0.11,0.61,0.35,0.66,0.71,0.65,0.71,1.0,0.75
sbml.csv,0.85,0.77,0.82,0.96,0.66,0.61,0.67,0.8,0.76,0.62,0.59,0.74,0.8,0.33,0.99,0.79,0.69,0.64,1.0,0.72
unimrcp.csv,0.4,0.34,0.45,0.29,0.32,0.07,0.2,0.29,0.12,0.12,0.29,0.96,0.12,0.21,0.11,0.15,0.33,0.21,0.0,0.19
unladen-swallow.csv,0.11,0.55,0.45,0.25,0.32,0.52,0.47,0.34,0.49,0.69,0.1,0.3,0.3,0.35,0.45,0.68,0.22,0.36,0.0,0.39
xmoto.csv,0.67,0.78,0.67,0.38,0.42,0.38,0.67,0.74,0.44,0.41,0.71,0.85,0.49,0.6,0.66,0.79,0.7,0.71,0.5,0.97
