,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.24,0.34,0.37,0.29,0.09,0.2,0.3,0.28,0.22,0.04,0.34,0.23,0.17,0.11,0.16,0.06,0.0,0.16,0.21,0.25
cornerstone.csv,0.26,0.37,0.33,0.19,0.18,0.6,0.57,0.47,0.28,0.21,0.02,0.57,0.54,0.68,0.41,0.5,0.41,0.58,0.63,0.34
emeraldemu.csv,0.76,0.18,0.15,0.27,0.27,0.35,0.35,0.01,0.07,0.02,0.6,0.49,0.61,0.13,0.53,0.0,0.42,0.32,0.2,0.52
grafx2.csv,0.25,0.51,0.49,0.46,0.18,0.19,0.4,0.25,0.28,0.4,0.6,0.42,0.37,0.0,0.25,0.31,0.39,0.26,0.23,0.36
jahshakafx.csv,0.0,0.25,0.14,0.11,0.09,0.05,0.2,0.16,0.11,0.04,0.26,0.15,0.15,0.05,0.12,0.12,0.15,0.24,0.15,0.07
kindb.csv,0.31,0.45,0.44,0.39,0.27,0.47,0.65,0.53,0.39,0.17,0.51,0.43,0.5,0.21,0.44,0.0,0.42,0.29,0.55,0.25
maya-work-in-progress.csv,0.47,0.41,0.58,0.33,0.55,0.43,0.78,0.66,0.61,0.0,0.83,0.55,0.63,0.29,0.5,0.25,0.66,0.61,0.66,0.5
netatalk.csv,0.23,0.59,0.29,0.3,0.18,0.09,0.45,0.25,0.13,0.15,0.38,0.23,0.15,0.39,0.25,0.06,0.25,0.0,0.18,0.23
novembre.csv,0.06,0.13,0.26,0.29,0.36,0.01,0.0,0.12,0.08,0.0,0.3,0.11,0.13,0.08,0.09,0.0,0.06,0.13,0.09,0.07
ns-3.csv,0.64,0.36,0.57,0.63,0.09,0.03,0.75,0.6,0.38,0.49,0.21,0.91,0.67,0.92,0.47,0.62,0.8,0.61,0.43,0.45
nullc.csv,0.76,1.0,1.0,1.0,0.0,0.77,0.88,0.7,0.85,0.66,0.26,0.8,0.96,0.5,0.75,0.81,0.93,0.95,0.71,0.61
open-beos.csv,0.26,0.39,0.29,0.22,0.27,0.36,0.3,0.35,0.01,0.09,0.74,0.45,0.52,0.92,0.53,0.56,0.42,0.18,0.36,0.25
pixel-commandos.csv,0.06,0.2,0.1,0.26,0.0,0.0,0.05,0.04,0.0,0.0,0.09,0.0,0.02,0.03,0.0,0.0,0.07,0.0,0.0,0.0
planeshift.csv,0.58,0.7,0.9,0.89,0.73,0.49,0.92,0.67,0.65,0.47,0.79,0.81,0.0,0.45,0.72,0.75,0.86,0.74,0.69,0.64
plee-the-bear.csv,0.71,0.05,0.0,0.01,1.0,0.95,0.8,0.8,0.92,0.98,0.7,0.96,0.76,0.76,0.78,0.88,0.61,0.92,0.98,0.89
reaper-ecad.csv,0.75,0.52,0.81,0.01,0.91,0.8,0.4,0.65,0.8,0.91,0.64,0.36,0.65,0.82,0.84,0.94,0.63,0.87,0.74,0.61
sbml.csv,0.37,0.63,0.52,0.54,0.36,0.55,0.55,0.47,0.67,0.51,0.57,0.24,0.61,0.08,0.03,0.5,0.48,0.63,0.63,0.64
unimrcp.csv,0.14,0.12,0.07,0.13,0.09,0.03,0.2,0.11,0.04,0.04,0.19,0.0,0.04,0.0,0.0,0.0,0.11,0.03,0.12,0.02
unladen-swallow.csv,0.15,0.03,0.64,0.51,0.73,0.65,0.4,0.51,0.67,0.89,0.09,0.64,0.35,0.58,0.75,0.75,0.48,0.68,0.71,0.64
xmoto.csv,0.39,0.48,0.45,0.2,0.45,0.28,0.55,0.46,0.26,0.15,0.62,0.73,0.3,0.5,0.25,0.31,0.38,0.39,0.44,0.0
