,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.46,0.43,0.48,0.44,0.65,0.72,0.5,0.47,0.56,0.63,0.56,0.6,0.6,0.55,0.57,0.33,0.03,0.52,0.33,0.42
cornerstone.csv,0.5,0.44,0.45,0.61,0.67,0.72,0.7,0.62,0.59,0.96,0.03,0.72,0.66,0.72,0.66,0.61,0.58,0.65,0.67,0.65
emeraldemu.csv,0.78,0.57,0.45,0.43,0.64,0.65,0.53,0.04,0.75,0.78,0.69,0.71,0.7,0.71,0.75,0.68,0.58,0.72,0.54,0.62
grafx2.csv,0.4,0.54,0.59,0.48,0.68,0.81,0.57,0.46,0.55,0.53,0.72,0.58,0.63,0.12,0.47,0.37,0.5,0.57,0.55,0.53
jahshakafx.csv,0.02,0.51,0.42,0.8,0.83,0.81,0.7,0.59,0.74,0.72,0.68,0.94,0.85,0.79,0.59,0.6,0.65,0.55,0.52,0.67
kindb.csv,0.34,0.47,0.49,0.42,0.55,0.69,0.65,0.58,0.56,0.47,0.54,0.52,0.58,0.43,0.51,0.03,0.49,0.52,0.55,0.42
maya-work-in-progress.csv,0.51,0.58,0.6,0.6,0.63,0.58,0.78,0.68,0.66,0.03,0.83,0.56,0.69,0.44,0.61,0.41,0.67,0.62,0.66,0.57
netatalk.csv,0.4,0.6,0.51,0.42,0.67,0.76,0.65,0.49,0.59,0.64,0.65,0.44,0.61,0.66,0.65,0.36,0.46,0.14,0.53,0.57
novembre.csv,0.72,0.73,0.42,0.88,0.86,0.89,0.13,0.72,0.86,0.84,0.83,0.79,0.79,0.77,0.81,0.68,0.71,0.59,0.27,0.75
ns-3.csv,0.68,0.64,0.6,0.81,0.71,0.03,0.78,0.68,0.55,0.66,0.78,0.91,0.72,0.99,0.74,0.63,0.81,0.64,0.66,0.56
nullc.csv,0.79,1.0,1.0,1.0,0.04,0.81,0.88,0.72,0.87,0.72,0.59,0.83,0.96,0.51,0.78,0.81,0.93,0.95,0.76,0.66
open-beos.csv,0.42,0.54,0.4,0.66,0.6,0.61,0.55,0.6,0.05,0.82,0.89,0.58,0.64,0.94,0.67,0.75,0.54,0.67,0.44,0.66
pixel-commandos.csv,0.69,0.61,0.73,0.83,0.92,0.94,0.87,0.76,0.97,0.97,0.86,0.96,0.9,0.77,0.8,0.94,0.71,0.86,0.0,0.86
planeshift.csv,0.6,0.7,0.9,0.9,0.86,0.56,0.93,0.68,0.69,0.55,0.8,0.82,0.01,0.46,0.75,0.76,0.86,0.77,0.69,0.69
plee-the-bear.csv,0.92,0.88,0.21,0.96,1.07,0.96,0.87,0.91,0.95,0.98,0.81,0.98,0.87,0.97,0.92,0.92,0.88,0.96,1.1,0.93
reaper-ecad.csv,0.81,0.98,0.83,0.08,0.95,0.83,0.52,0.73,0.89,0.97,0.77,0.96,0.76,1.04,0.91,0.98,0.73,0.91,0.74,0.66
sbml.csv,0.4,0.67,0.55,0.54,0.5,0.67,0.64,0.51,0.71,0.63,0.7,0.36,0.64,0.68,0.03,0.54,0.57,0.73,0.63,0.69
unimrcp.csv,0.62,0.67,0.55,0.72,0.69,0.93,0.82,0.72,0.88,0.88,0.74,0.04,0.89,0.79,0.89,0.85,0.68,0.79,1.01,0.81
unladen-swallow.csv,0.91,0.45,0.84,0.9,1.0,0.81,0.67,0.83,0.84,0.95,0.9,0.95,0.78,0.87,0.93,0.82,0.92,0.94,1.23,0.88
xmoto.csv,0.51,0.53,0.56,0.66,0.74,0.68,0.64,0.52,0.62,0.61,0.68,0.74,0.59,0.64,0.42,0.37,0.48,0.49,0.67,0.03
