,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.67,0.12,0.31,0.14,0.5,0.1,0.98,0.24,0.29,0.4,0.05,0.44
bscwweasel.csv,0.0,0.0,0.64,1.0,0.75,0.5,0.0,0.43,1.0,1.0,0.5,0.0
capcode.csv,0.57,0.08,0.24,0.13,0.0,1.0,0.77,0.64,0.23,0.31,0.0,0.27
emite.csv,0.41,0.07,0.34,0.11,0.29,0.12,0.76,0.18,0.26,0.34,0.07,1.0
lamp.csv,1.0,0.92,0.45,0.27,0.52,0.12,0.94,0.6,0.62,0.62,0.08,0.33
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
nodal.csv,0.5,0.1,0.45,0.14,0.6,0.12,0.83,0.17,1.0,0.42,0.12,0.67
pydev.csv,0.67,0.14,0.54,0.11,0.49,0.15,0.77,0.25,0.2,0.97,0.08,0.43
retromenu.csv,0.78,0.11,0.58,0.33,1.0,0.2,0.73,0.8,0.25,0.51,0.14,0.5
smbopensoft.csv,0.99,0.2,0.36,0.22,0.41,0.09,0.72,0.25,0.41,0.34,0.07,0.44
stuproa-cims.csv,0.49,0.19,0.21,0.15,0.35,0.19,0.75,1.0,0.25,0.4,0.06,0.34
thout.csv,0.62,0.09,0.95,0.11,0.3,0.15,0.72,0.26,0.26,0.32,0.06,0.42
