,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.02,0.34,0.32,0.63,0.24,0.61,0.05,0.58,0.51,0.45,0.7,0.75
bscwweasel.csv,0.0,0.01,0.03,0.0,0.02,0.01,0.05,0.03,0.0,0.0,0.02,0.0
capcode.csv,0.03,0.36,0.59,0.14,0.0,0.0,0.38,0.03,0.43,0.68,0.08,0.28
emite.csv,0.13,0.9,0.34,0.24,0.33,0.39,0.67,0.21,0.22,0.33,0.22,0.0
lamp.csv,0.0,0.01,0.07,0.06,0.24,0.32,0.03,0.01,0.1,0.12,0.2,0.05
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
nodal.csv,0.02,0.66,0.15,0.18,0.13,0.32,0.28,0.17,0.0,0.32,0.12,0.18
pydev.csv,0.03,0.14,0.12,0.33,0.42,0.39,0.69,0.69,0.76,0.01,0.62,0.32
retromenu.csv,0.04,0.19,0.09,0.07,0.0,0.28,0.1,0.01,0.24,0.32,0.1,0.02
smbopensoft.csv,0.01,0.29,0.23,0.1,0.29,0.28,0.44,0.27,0.16,0.3,0.45,0.12
stuproa-cims.csv,0.99,0.33,0.72,0.32,0.87,0.49,0.23,0.0,0.75,0.67,0.82,0.68
thout.csv,0.09,0.66,0.01,0.62,0.87,0.82,0.62,0.69,0.46,0.72,0.78,0.78
