,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,1.0,8.0,2.0,25.0,7.0,0.0,0.0,1.0,2.0,0.0,34.0,1.0
bscwweasel.csv,199.0,142.0,2.0,0.0,0.0,0.0,147.0,4.0,0.0,0.0,1.0,70.0
capcode.csv,1.0,28.0,1.0,5.0,65.0,0.0,2.0,1.0,0.0,2.0,62.0,2.0
emite.csv,2.0,10.0,1.0,14.0,2.0,15.0,2.0,5.0,1.0,10.0,9.0,0.0
lamp.csv,0.0,0.0,4.0,6.0,4.0,7.0,0.0,2.0,0.0,2.0,10.0,0.0
mecat.csv,199.0,142.0,190.0,161.0,65.0,82.0,147.0,204.0,85.0,0.0,0.0,70.0
nodal.csv,1.0,26.0,1.0,6.0,2.0,10.0,1.0,5.0,0.0,0.0,5.0,0.0
pydev.csv,0.0,12.0,3.0,23.0,4.0,10.0,1.0,6.0,14.0,0.0,13.0,2.0
retromenu.csv,0.0,7.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,0.0
smbopensoft.csv,0.0,12.0,4.0,1.0,1.0,8.0,0.0,2.0,2.0,8.0,6.0,2.0
stuproa-cims.csv,1.0,4.0,14.0,6.0,9.0,7.0,0.0,0.0,2.0,2.0,19.0,3.0
thout.csv,0.0,13.0,0.0,45.0,13.0,0.0,2.0,5.0,1.0,2.0,23.0,3.0
