,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.08,0.19,0.38,0.24,0.51,0.17,0.99,0.32,0.38,0.48,0.09,0.56
bscwweasel.csv,0.0,0.0,0.31,0.95,0.24,0.14,0.0,0.1,0.08,0.15,0.4,0.0
capcode.csv,0.08,0.12,0.34,0.14,0.0,0.91,0.57,0.21,0.28,0.4,0.0,0.17
emite.csv,0.15,0.13,0.43,0.14,0.29,0.18,0.77,0.15,0.24,0.34,0.12,1.0
lamp.csv,0.04,0.89,0.28,0.19,0.55,0.16,0.27,0.1,0.51,0.46,0.12,0.06
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.0
nodal.csv,0.04,0.17,0.43,0.16,0.5,0.16,0.6,0.12,1.0,0.43,0.18,0.54
pydev.csv,0.11,0.17,0.51,0.16,0.62,0.22,0.79,0.36,0.29,0.93,0.14,0.37
retromenu.csv,0.24,0.14,0.48,0.29,1.0,0.27,0.18,0.25,0.23,0.57,0.2,0.06
smbopensoft.csv,0.97,0.3,0.39,0.21,0.42,0.12,0.52,0.25,0.35,0.32,0.12,0.2
stuproa-cims.csv,0.65,0.3,0.31,0.22,0.52,0.29,0.37,0.94,0.37,0.55,0.11,0.39
thout.csv,0.25,0.15,0.94,0.18,0.44,0.25,0.63,0.38,0.32,0.42,0.11,0.52
