,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.35,0.54,0.36,0.38,0.47,0.56
l2j.csv,0.43,0.74,0.66,0.58,0.58,0.48
mule.csv,0.42,0.94,0.64,0.62,0.48,0.83
springside.csv,0.36,0.45,0.37,0.34,0.33,0.5
swtfox.csv,0.65,0.55,0.84,0.92,0.71,0.47
twostep.csv,0.36,0.49,0.4,0.4,0.39,0.49
