,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.34,0.44,0.57,0.39,0.55,0.47,0.63,0.46,0.38,0.34,0.39,0.51,0.52,0.44,0.37,0.42,0.54,0.33
brlcad.csv,0.4,0.84,0.7,0.47,0.77,0.47,0.4,0.62,0.51,0.4,0.41,0.44,0.41,0.51,0.4,0.39,0.54,0.43
genoviz.csv,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
gnupdate.csv,0.39,1.0,0.8,0.52,0.9,0.95,0.83,0.57,0.51,0.68,0.73,0.59,0.94,0.63,0.53,0.5,0.95,0.62
google-gears.csv,0.37,0.49,0.62,0.42,0.56,0.49,0.47,0.47,0.46,0.42,0.43,0.49,0.4,0.5,0.41,0.46,0.49,0.41
konversation.csv,0.53,0.99,0.92,0.92,0.8,0.97,0.5,0.95,0.93,0.85,0.91,0.91,0.93,0.93,0.86,0.86,0.94,0.88
linux-ntfs.csv,0.48,0.44,0.65,0.57,0.62,0.47,0.65,0.67,0.45,0.41,0.43,0.54,0.61,0.53,0.54,0.64,0.64,0.43
linuxsh.csv,0.8,0.98,0.9,0.5,0.86,0.67,0.5,0.8,0.97,0.83,0.0,0.75,0.67,0.93,0.8,0.86,0.9,0.0
modplug.csv,0.35,0.39,0.41,0.5,0.45,0.45,0.5,0.46,0.48,0.38,0.43,0.49,0.42,0.51,0.35,0.39,0.45,0.38
nativeclient.csv,0.52,0.63,0.45,0.48,0.72,0.69,0.67,0.56,0.45,0.49,0.45,0.51,0.61,0.47,0.4,0.54,0.57,0.44
ogre.csv,0.33,0.45,0.44,0.42,0.46,0.43,0.4,0.43,0.41,0.41,0.39,0.43,0.39,0.46,0.41,0.39,0.49,0.32
openfrag.csv,0.32,0.42,0.41,0.42,0.44,0.62,0.58,0.41,0.38,0.49,0.56,0.54,0.58,0.53,0.42,0.47,0.52,0.3
projecteqemu.csv,0.4,0.5,0.86,0.68,0.83,0.85,0.45,0.62,0.69,0.56,0.52,0.71,0.74,0.76,0.43,0.67,0.97,0.56
qse.csv,0.33,0.5,0.82,0.46,0.64,0.73,0.8,0.5,0.44,0.39,0.53,0.59,0.67,0.57,0.43,0.43,0.69,0.34
sandiaportals.csv,0.32,0.45,0.5,0.49,0.47,0.67,0.45,0.43,0.47,0.53,0.69,0.52,0.64,0.58,0.43,0.42,0.61,0.31
sauerbraten.csv,0.38,0.54,0.52,0.6,0.55,0.7,0.58,0.55,0.5,0.4,0.41,0.57,0.73,0.52,0.39,0.5,0.62,0.41
turbotrader-bos.csv,0.34,1.0,0.68,0.67,0.95,0.78,0.45,0.74,0.6,0.58,0.62,0.88,0.56,0.83,0.42,0.47,0.96,0.5
xapian.csv,0.58,0.63,0.89,0.53,0.59,0.59,0.88,0.79,0.99,0.48,0.66,0.69,0.84,0.6,0.5,0.63,0.96,0.83
