,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.74,0.64,0.36,0.83,0.8,0.4,1.0,0.74,0.73,0.75,0.53,0.5,0.54,0.49,0.58,0.57,0.37,1.0
brlcad.csv,0.85,0.95,0.45,0.92,0.05,0.84,1.0,0.4,0.71,0.89,0.91,0.94,1.0,0.84,1.0,1.0,0.88,0.6
genoviz.csv,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0
gnupdate.csv,0.64,0.17,0.09,0.67,0.95,0.09,0.37,0.46,0.62,0.36,0.24,0.3,0.23,0.32,0.38,0.38,0.22,0.4
google-gears.csv,0.69,0.71,0.18,1.0,0.5,0.57,0.68,0.54,0.61,0.78,0.67,0.7,0.77,0.99,0.92,0.72,0.87,0.8
konversation.csv,0.41,0.12,0.27,1.0,0.15,0.18,0.05,0.2,0.29,0.17,0.13,0.14,0.19,0.13,0.23,0.13,0.1,0.6
linux-ntfs.csv,0.54,0.46,0.18,0.83,0.55,0.5,0.68,0.4,0.61,0.61,0.58,0.39,0.5,0.49,1.0,0.32,0.41,1.0
linuxsh.csv,0.1,0.06,0.91,0.0,0.1,0.01,0.05,0.14,0.12,0.11,0.0,0.06,0.04,0.08,0.04,0.13,0.04,0.0
modplug.csv,0.79,0.7,0.45,0.83,0.45,0.65,0.63,0.97,0.58,0.72,1.0,0.5,0.69,0.48,0.85,0.72,0.63,0.6
nativeclient.csv,0.59,0.41,0.64,0.83,0.4,0.25,0.37,0.51,0.68,0.44,0.6,0.58,0.35,0.44,0.58,0.4,0.98,0.6
ogre.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0
openfrag.csv,0.97,0.94,1.0,0.92,0.9,0.46,0.53,0.89,0.79,0.61,0.45,1.0,0.46,0.53,0.65,0.55,0.93,1.0
projecteqemu.csv,0.62,0.48,0.18,0.5,0.2,0.14,0.63,0.46,0.36,0.94,0.4,0.29,0.38,0.27,0.54,0.28,0.16,0.6
qse.csv,0.87,0.44,0.18,0.67,0.55,0.19,0.42,1.0,0.75,0.72,0.42,0.36,0.5,0.3,0.54,0.49,0.24,1.0
sandiaportals.csv,0.95,0.88,0.91,0.92,0.85,0.41,0.79,0.86,0.75,0.64,0.47,0.68,0.58,0.54,0.77,0.98,0.57,1.0
sauerbraten.csv,1.0,0.33,0.36,0.58,0.45,0.22,0.58,0.51,0.62,0.64,0.56,0.42,0.23,0.41,0.62,0.49,0.31,1.0
turbotrader-bos.csv,0.95,0.12,0.82,0.58,0.3,0.41,0.68,0.54,0.97,0.42,0.4,0.27,0.23,0.35,0.77,0.81,0.26,0.6
xapian.csv,0.46,0.24,0.0,0.75,0.1,0.61,0.32,0.34,0.26,0.64,0.45,0.26,0.96,0.64,0.54,0.36,0.15,0.0
