,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.67,1.0,0.98,0.78,0.87,0.57,0.07,0.82
forester-atv.csv,0.11,0.0,0.44,0.0,0.08,0.02,0.14,0.13
google-collections.csv,0.97,0.0,1.0,1.0,1.0,1.0,1.0,0.92
jsecurity.csv,0.3,0.0,0.03,0.52,0.13,0.01,0.29,0.68
opensim4opencog.csv,0.01,1.0,0.04,0.22,0.5,0.21,0.36,0.0
paintown.csv,0.0,0.0,0.1,0.68,0.3,0.25,0.21,0.42
smbopensoft.csv,0.22,0.0,0.03,0.48,0.37,0.32,0.0,0.3
thout.csv,0.79,1.0,0.17,0.38,0.01,0.28,0.5,0.75
