,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.7,1.01,1.01,0.78,0.88,0.63,0.07,0.85
forester-atv.csv,0.87,0.94,0.55,0.04,0.75,0.97,0.84,0.67
google-collections.csv,0.97,0.0,1.0,1.0,1.0,1.0,1.0,0.92
jsecurity.csv,0.79,0.84,0.95,0.72,0.83,0.08,0.9,0.73
opensim4opencog.csv,0.99,1.09,0.98,0.66,0.92,0.75,0.64,0.0
paintown.csv,0.0,0.62,0.68,0.71,0.49,0.57,0.68,0.67
smbopensoft.csv,0.61,0.49,0.07,0.57,0.62,0.48,0.73,0.72
thout.csv,0.88,1.11,0.91,0.54,0.05,0.8,0.67,0.81
