,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.79,0.89,0.76,0.88,0.91,0.72,1.0,0.78
forester-atv.csv,0.13,0.06,0.67,0.96,0.25,0.03,0.17,0.35
google-collections.csv,1.0,1.0,1.0,0.92,1.0,1.0,1.0,0.96
jsecurity.csv,0.26,0.16,0.05,0.5,0.18,0.92,0.15,0.74
opensim4opencog.csv,0.01,0.56,0.02,0.38,0.23,0.28,0.47,1.0
paintown.csv,1.0,0.38,0.33,0.77,0.61,0.49,0.36,0.48
smbopensoft.csv,0.43,0.51,0.94,0.69,0.5,0.64,0.27,0.35
thout.csv,0.62,0.51,0.1,0.62,0.95,0.26,0.55,0.7
