,id,count_recall,count_precision,count_pf,cdom_score,bellwether
48,2,1,2,2,1,mclient-mume.csv
44,3,4,3,5,9,wheat.csv
43,4,1,7,13,12,foursquared.csv
50,5,1,5,12,13,dxengine.csv
19,6,1,11,19,19,jgnash.csv
15,7,1,5,12,11,freedom-erp.csv
24,8,2,4,5,7,projectfactory.csv
22,10,1,1,1,0,atunes.csv
14,11,2,3,5,5,columba.csv
49,13,2,3,8,9,h2database.csv
51,14,3,3,3,4,nutz.csv
17,16,2,11,17,17,xemeiah.csv
21,17,2,1,2,2,mob-sen-plat.csv
12,18,1,6,11,11,owlapi.csv
52,22,2,2,1,1,jajuk.csv
42,23,1,6,14,12,jaxen.csv
41,24,3,3,6,8,metacosm.csv
53,25,1,1,10,9,zact.csv
23,26,3,7,14,19,robocode.csv
13,27,2,8,14,14,netatalk.csv
20,28,2,5,8,15,auber.csv
16,29,2,7,15,16,geogebra.csv
33,30,1,5,17,17,pentahoanalysistool.csv
29,31,1,4,6,5,tolven.csv
4,32,1,1,2,1,yarp.csv
11,33,1,11,14,14,alsa.csv
10,34,8,8,9,15,olap-navigator.csv
5,35,1,9,20,19,jcae.csv
28,36,1,6,9,11,rhex.csv
34,37,0,1,5,6,httpcontentparser.csv
27,38,1,10,13,17,projecteqemu.csv
35,39,1,6,16,19,ktc.csv
46,40,1,2,3,2,xinity.csv
39,41,4,4,4,5,sigil.csv
26,43,1,6,17,13,codepurge.csv
25,44,1,3,9,8,powerfolder-.csv
18,45,2,4,6,6,tzod.csv
38,46,1,5,6,5,graphmak.csv
47,47,1,7,18,19,wow-qrsk.csv
40,48,1,5,13,12,retromenu.csv
45,49,2,1,1,1,agilitybook.csv
2,50,3,3,6,10,miranda-icq.csv
7,51,1,4,9,8,unimrcp.csv
36,52,2,5,7,9,adobe-source.csv
32,53,1,9,15,14,taverna.csv
31,54,1,6,11,13,irplus.csv
37,55,1,2,2,1,silvertree.csv
6,56,1,7,14,14,oscarmcmaster.csv
3,57,2,9,14,14,gwanted.csv
8,58,1,7,11,11,ipfire-wall.csv
1,59,2,9,18,16,alembik.csv
9,60,1,9,19,18,maidsafe-dht.csv
0,61,1,4,6,7,empserver.csv
30,62,1,6,20,19,nh3d.csv
