,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.43,0.25,0.26,0.98
miranda-icq.csv,0.66,0.17,0.97,0.35
red5.csv,0.98,0.11,0.37,0.36
thrust.csv,0.41,0.94,0.28,0.56
