,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.72,0.83,0.79,0.04
miranda-icq.csv,0.6,0.89,0.06,0.76
red5.csv,0.05,0.94,0.75,0.76
thrust.csv,0.79,0.12,0.81,0.62
