,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.3,0.18,0.23,0.96
miranda-icq.csv,0.65,0.12,0.94,0.28
red5.csv,0.95,0.06,0.67,0.31
thrust.csv,0.33,0.88,0.42,0.65
