,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.34,0.21,0.27,0.97
miranda-icq.csv,0.62,0.15,0.95,0.32
red5.csv,0.96,0.07,0.55,0.35
thrust.csv,0.36,0.9,0.42,0.61
