,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.62,0.81,0.44,0.89,0.97,0.41,0.44,1.0,0.35,0.28,0.28,0.84,0.79,0.98,0.69,0.5
elateportal.csv,0.62,0.67,0.33,0.88,0.98,0.39,0.39,0.73,0.33,0.21,0.26,1.0,0.75,0.95,0.72,0.6
gmerlin.csv,0.71,0.95,0.3,0.98,1.0,0.25,0.5,0.83,1.0,0.55,0.37,0.8,0.85,0.95,0.84,0.67
gretl.csv,0.63,0.87,0.37,0.99,0.97,0.38,0.39,0.82,0.33,0.21,0.22,0.9,0.81,0.96,0.66,0.41
illumination.csv,0.5,0.57,0.13,0.84,0.97,0.41,0.38,0.69,0.36,1.0,0.19,0.95,0.6,0.96,0.56,0.41
mpgravity.csv,0.69,0.8,1.0,0.88,0.94,0.37,0.43,0.75,0.44,0.18,0.26,1.0,0.83,0.95,0.66,0.68
nativeclient.csv,0.69,0.95,0.3,0.93,0.95,0.5,0.4,0.8,0.36,0.31,0.26,0.89,0.88,0.96,0.99,0.53
natpad.csv,0.62,0.77,0.25,0.82,0.97,0.37,0.38,0.79,0.39,0.17,0.25,0.93,0.76,0.95,0.64,0.98
ogre.csv,0.62,0.82,0.23,0.83,1.0,0.41,0.41,0.75,0.33,0.21,0.2,0.88,0.75,0.96,0.59,0.4
open-ms.csv,0.61,0.77,0.19,0.75,0.99,0.4,0.38,0.76,0.4,0.11,0.99,0.88,0.67,0.98,1.0,0.33
openmsx.csv,0.75,0.81,0.23,0.73,0.99,0.42,1.0,0.82,0.3,0.17,0.2,0.89,0.86,0.99,0.48,0.37
oppna-program-hsatools.csv,0.79,1.0,0.21,0.88,0.98,0.42,0.49,0.76,0.32,0.21,0.2,0.87,0.82,0.98,0.59,0.4
sandiaportals.csv,0.66,0.9,0.25,0.9,0.94,0.41,0.49,0.69,0.29,0.12,0.25,0.95,1.0,0.91,0.7,0.48
sauerbraten.csv,1.0,0.93,1.0,0.91,0.96,0.33,0.47,0.8,0.43,0.17,0.24,0.93,0.86,0.95,0.68,0.39
yarp.csv,0.42,0.84,0.18,0.91,1.0,1.0,0.44,0.85,0.29,0.23,0.2,0.0,1.0,0.95,0.62,0.47
zemljanka.csv,0.64,0.84,0.23,0.83,0.97,0.41,0.41,0.8,0.34,0.21,0.2,0.88,0.77,1.0,0.58,0.4
