,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.39,0.51,0.38,0.65,0.0,0.52,0.56,1.0,0.6,0.7,0.68,0.44,0.64,0.68,0.53,0.68
elateportal.csv,0.0,0.31,0.59,0.7,0.45,0.47,0.44,0.48,0.43,0.55,0.58,1.0,0.48,0.35,0.39,0.68
gmerlin.csv,0.35,0.43,0.29,0.33,0.16,0.1,0.21,0.29,0.93,0.4,0.26,0.11,0.25,0.25,0.26,0.42
gretl.csv,0.3,0.7,0.77,0.99,0.0,0.13,0.53,0.7,0.54,0.55,0.6,0.64,0.69,0.0,0.68,0.43
illumination.csv,0.16,0.17,0.28,0.26,0.0,0.58,0.49,0.37,0.49,0.95,0.45,0.84,0.2,0.56,0.51,0.3
mpgravity.csv,0.68,0.49,0.86,0.57,0.0,0.5,0.32,0.51,0.55,0.43,0.66,0.91,0.65,0.48,0.53,0.66
nativeclient.csv,0.67,0.54,0.71,0.65,0.0,0.4,0.36,0.59,0.51,0.71,0.65,0.21,0.58,0.51,0.98,0.71
natpad.csv,0.54,0.44,0.2,0.49,0.0,0.52,0.46,0.58,0.63,0.42,0.57,0.78,0.5,0.0,0.43,0.96
ogre.csv,0.0,0.0,0.0,0.0,1.0,0.21,0.05,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.05,0.0
open-ms.csv,0.5,0.29,0.47,0.38,0.74,0.19,0.49,0.49,0.55,0.21,0.91,0.0,0.41,0.31,0.09,0.33
openmsx.csv,0.63,0.49,0.45,0.33,0.61,0.54,0.93,0.39,0.35,0.42,0.5,0.55,0.6,0.44,0.39,0.3
oppna-program-hsatools.csv,0.43,1.0,0.0,0.69,0.0,0.55,0.53,0.3,0.51,0.55,0.21,0.0,0.68,0.73,0.09,0.0
sandiaportals.csv,0.5,0.58,0.2,0.65,0.0,0.55,0.63,0.42,0.41,0.31,0.63,0.86,1.0,0.31,0.6,0.69
sauerbraten.csv,0.98,0.29,0.29,0.48,0.26,0.14,0.17,0.12,0.7,0.21,0.32,0.34,0.59,0.5,0.2,0.51
yarp.csv,0.24,0.33,0.2,0.17,0.38,0.97,0.42,0.52,0.26,0.21,0.29,0.0,0.29,0.2,0.31,0.41
zemljanka.csv,0.3,0.42,0.35,0.27,0.0,0.42,0.54,0.67,0.38,0.13,0.09,0.0,0.49,1.0,0.0,0.0
