,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.39,0.09,0.0,0.0,0.33,0.41,0.0,0.7,0.27,0.0,0.0,0.64,0.0,0.51,0.82,0.17,0.27,0.39,0.45,0.24
checker-framework.csv,0.48,0.32,0.23,0.49,0.31,0.72,0.66,0.71,0.43,0.32,0.6,0.45,0.62,0.68,0.0,0.59,0.4,0.59,0.52,0.5
customsagetv.csv,0.31,0.19,0.0,0.21,0.58,0.46,0.05,0.27,0.36,0.24,0.19,0.52,0.88,0.27,0.0,0.33,0.35,0.2,0.62,0.48
elvishrayrenderer.csv,0.54,0.32,0.0,0.0,0.47,0.06,0.47,0.57,0.48,0.3,0.21,0.74,0.47,0.46,0.46,0.55,0.49,0.32,0.37,0.71
guineu.csv,0.69,0.62,0.02,0.21,0.53,0.49,0.5,0.18,0.39,0.3,0.62,0.62,0.85,0.0,0.06,0.0,0.31,0.43,0.55,0.55
inkscape.csv,0.56,0.62,0.0,0.0,0.37,0.76,0.47,0.37,0.64,0.2,0.0,0.45,0.45,0.68,0.09,0.49,0.64,0.21,0.0,0.52
mesa3d.csv,0.57,0.38,0.54,0.21,0.56,0.65,0.7,0.38,0.62,0.39,0.56,0.51,0.12,0.66,0.31,0.6,0.63,0.31,0.29,0.53
nsis.csv,0.44,0.37,0.67,0.3,0.38,0.31,0.35,0.53,0.53,0.74,0.71,0.56,0.73,0.27,0.46,0.47,0.54,0.65,0.51,0.56
octave.csv,0.66,0.51,0.36,0.31,0.59,0.3,0.51,0.47,0.54,0.31,0.5,0.45,0.02,0.51,0.54,0.24,0.54,0.1,0.2,0.35
oorexx.csv,0.4,0.05,0.0,0.11,0.5,0.3,0.44,0.0,0.36,0.48,0.0,0.11,0.42,0.01,0.06,0.0,0.42,0.12,0.71,0.45
owfs.csv,0.38,0.32,0.72,0.48,0.64,0.52,0.34,0.74,0.33,0.63,0.69,0.64,0.37,0.61,0.63,0.57,0.33,0.5,0.3,0.65
owlib.csv,0.69,0.68,0.64,0.62,0.65,0.57,0.58,0.63,0.57,0.46,0.37,0.71,0.66,0.58,0.31,0.62,0.58,0.3,0.62,0.68
prelude.csv,0.0,0.0,0.85,0.39,0.44,0.33,0.26,0.62,0.44,0.0,0.77,0.21,0.61,0.62,0.0,0.6,0.46,0.33,0.4,0.56
robocode.csv,0.72,0.58,0.0,0.59,0.65,0.74,0.74,0.68,0.63,0.38,0.41,0.58,0.59,0.58,0.44,0.58,0.61,0.33,0.65,0.52
tencompetence.csv,0.18,0.49,0.62,0.3,0.27,0.17,0.05,0.46,0.02,0.16,0.5,0.24,0.49,0.3,0.21,0.48,0.06,0.8,0.45,0.59
trinitycore.csv,0.39,0.38,0.28,0.48,0.59,0.34,0.49,0.76,0.58,0.37,0.58,0.38,0.76,0.67,0.06,0.58,0.62,0.54,0.32,0.5
uwom-server.csv,0.27,0.36,0.06,0.11,0.54,0.66,0.38,0.62,0.65,0.32,0.54,0.13,0.39,0.49,0.11,0.39,0.68,0.42,0.54,0.51
xfce.csv,0.52,0.66,0.17,0.55,0.61,0.66,0.64,0.71,0.67,0.35,0.46,0.62,0.15,0.69,0.52,0.61,0.7,0.3,0.45,0.41
zengine.csv,0.0,0.05,0.69,0.3,0.13,0.13,0.0,0.21,0.4,0.0,0.85,0.21,0.54,0.62,0.09,0.69,0.4,0.17,0.17,0.0
zildo.csv,0.67,0.6,0.64,0.54,0.49,0.56,0.4,0.64,0.44,0.25,0.59,0.7,0.8,0.6,0.6,0.6,0.44,0.49,0.59,0.58
