,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,1.0,1.0,1.0,0.19,0.39,0.7,0.36,0.48,1.0,0.87,0.39,1.0,0.56,0.89,0.04,0.48
fleet-simulator.csv,1.0,0.95,1.0,1.0,1.0,0.53,1.0,0.88,0.8,0.49,1.0,0.98,0.79,0.99,0.96,0.9
geogebra.csv,1.0,0.59,1.0,0.15,0.61,0.08,0.88,0.48,0.6,0.37,0.48,0.37,0.45,0.67,0.04,0.71
gtad.csv,1.0,0.14,1.0,0.06,0.5,0.12,0.52,0.44,0.0,0.49,0.09,0.26,0.34,0.35,0.0,0.45
hibernate.csv,1.0,0.27,0.0,0.25,0.89,0.61,0.92,0.64,1.0,0.96,0.94,0.43,0.55,0.78,0.38,0.64
ipfire-wall.csv,0.5,0.16,0.0,0.15,0.89,0.08,0.64,0.2,0.6,0.55,0.06,0.26,0.29,0.47,0.12,0.4
irplus.csv,1.0,0.35,1.0,0.35,0.83,0.42,0.68,0.64,1.0,0.64,0.33,0.46,0.47,0.51,0.5,0.62
mumble.csv,0.5,0.57,0.0,0.23,0.0,0.31,0.88,0.56,0.4,0.34,0.61,0.98,0.53,0.58,0.79,0.33
ondex.csv,0.5,0.0,0.0,0.06,0.61,0.51,0.64,0.36,0.4,0.13,0.58,0.22,0.32,0.42,0.12,0.5
powerfolder.csv,0.5,0.27,0.0,0.17,0.67,0.57,0.72,0.36,1.0,0.35,0.21,0.39,0.43,0.36,0.42,0.52
projectts.csv,0.5,0.46,1.0,0.28,0.56,0.36,0.8,0.56,0.6,0.69,0.45,0.48,0.42,0.57,0.25,0.57
quantlib.csv,0.0,0.0,0.0,0.94,0.0,0.75,0.0,0.24,0.0,0.84,1.0,0.28,1.0,1.0,0.62,0.0
smartgwt.csv,1.0,0.59,1.0,0.55,0.83,0.43,0.84,0.24,1.0,0.75,0.58,0.04,0.31,0.57,0.5,0.79
tweetsharp.csv,0.0,0.59,1.0,0.45,0.44,0.82,0.68,0.48,0.2,0.2,0.61,0.17,0.7,0.38,0.42,0.74
wxlua.csv,0.5,0.7,0.0,0.92,0.83,0.79,0.56,0.04,1.0,0.8,0.27,0.04,0.06,0.25,0.67,0.88
