,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.51,0.41,0.33,0.23,1.0,0.5,0.17,0.62,0.46,0.41,0.23,0.75,0.57,0.94,0.45
fmri-dmt.csv,0.41,0.44,0.57,0.23,0.0,0.71,0.67,0.35,0.23,0.47,0.5,0.48,0.38,0.97,0.91
ftm.csv,0.44,0.81,0.24,0.55,1.0,0.5,0.33,0.12,0.46,0.12,0.27,0.33,0.62,0.23,0.27
fulguro.csv,0.41,0.0,0.29,0.21,1.0,0.21,0.83,0.81,0.0,0.47,0.7,0.03,0.2,0.34,0.55
gss.csv,0.9,0.7,0.62,0.87,1.0,0.71,0.83,0.73,1.0,0.76,0.77,0.88,0.77,0.69,0.64
illumination.csv,0.0,0.0,0.0,0.0,1.0,0.86,0.83,0.38,0.0,0.82,0.9,0.0,0.0,0.89,0.0
ldview.csv,0.79,1.0,0.67,0.94,1.0,0.93,0.83,0.54,0.85,0.76,0.83,0.87,0.31,1.0,0.82
monetdb.csv,0.59,0.52,0.62,0.7,1.0,0.36,0.17,0.19,0.77,0.53,0.37,0.52,0.61,0.51,0.18
netatalk.csv,0.72,0.85,0.57,0.7,0.0,0.64,1.0,0.88,1.0,0.82,0.83,0.63,0.89,0.63,0.82
olex2.csv,0.69,0.89,0.0,0.49,1.0,0.5,0.83,0.35,0.38,0.06,0.33,0.72,0.74,0.54,0.36
qpe.csv,0.72,0.93,0.29,0.68,0.0,0.79,0.67,0.23,0.69,0.41,0.6,0.23,0.18,0.0,0.55
quark.csv,0.21,0.0,0.43,0.47,0.0,0.29,0.0,0.12,0.92,0.12,0.37,0.2,0.61,0.03,0.36
sepgsql.csv,0.59,0.81,0.48,0.6,1.0,0.57,0.17,0.23,0.85,0.24,0.37,0.55,0.7,0.43,0.73
synergyspace.csv,0.28,0.26,0.0,0.11,1.0,0.07,0.83,0.58,0.23,0.24,0.3,0.03,0.03,0.0,0.09
