,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.54,0.42,0.37,0.27,0.83,0.51,0.2,0.49,0.48,0.44,0.25,0.55,0.57,0.92,0.45
fmri-dmt.csv,0.4,0.42,0.45,0.26,0.0,0.28,0.69,0.39,0.26,0.45,0.28,0.45,0.37,0.33,0.43
ftm.csv,0.49,0.67,0.28,0.59,0.93,0.54,0.38,0.15,0.49,0.14,0.32,0.38,0.63,0.25,0.31
fulguro.csv,0.43,0.0,0.34,0.25,0.47,0.24,0.56,0.72,0.0,0.49,0.58,0.04,0.23,0.35,0.58
gss.csv,0.59,0.63,0.57,0.64,0.72,0.65,0.2,0.5,0.0,0.67,0.78,0.52,0.6,0.66,0.64
illumination.csv,0.0,0.0,0.0,0.0,0.05,0.2,0.63,0.41,0.0,0.83,0.64,0.0,0.0,0.09,0.0
ldview.csv,0.53,0.0,0.68,0.09,0.52,0.13,0.59,0.49,0.55,0.54,0.57,0.73,0.36,0.0,0.45
monetdb.csv,0.61,0.55,0.6,0.71,0.96,0.4,0.2,0.22,0.75,0.5,0.42,0.53,0.56,0.55,0.21
netatalk.csv,0.64,0.69,0.56,0.58,0.0,0.65,0.52,0.41,0.0,0.64,0.44,0.62,0.45,0.47,0.62
olex2.csv,0.69,0.5,0.0,0.53,0.57,0.54,0.74,0.38,0.4,0.07,0.38,0.73,0.69,0.54,0.41
qpe.csv,0.71,0.6,0.34,0.67,0.0,0.69,0.65,0.27,0.67,0.44,0.65,0.27,0.21,0.0,0.54
quark.csv,0.25,0.0,0.47,0.51,0.0,0.34,0.0,0.15,0.89,0.14,0.4,0.24,0.62,0.04,0.35
sepgsql.csv,0.62,0.78,0.52,0.62,0.96,0.6,0.2,0.27,0.79,0.27,0.42,0.56,0.66,0.47,0.38
synergyspace.csv,0.32,0.3,0.0,0.13,0.69,0.09,0.63,0.61,0.27,0.27,0.34,0.04,0.04,0.0,0.11
