,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.28,0.51,0.3,0.13,0.51,0.42,0.32,0.73,0.4,0.35,0.55,0.73,0.45,0.16,0.54
fmri-dmt.csv,0.65,0.63,0.76,0.42,0.68,0.92,0.23,0.34,0.44,0.62,0.9,0.65,0.66,0.91,0.86
ftm.csv,0.12,0.6,0.05,0.16,0.26,0.21,0.16,0.08,0.38,0.15,0.05,0.14,0.34,0.58,0.18
fulguro.csv,0.43,0.0,0.03,0.08,0.85,0.39,0.76,0.49,0.06,0.42,0.65,0.03,0.25,0.61,0.27
gss.csv,0.75,0.56,0.57,0.69,0.66,0.5,0.95,0.78,1.0,0.55,0.15,0.8,0.68,0.43,0.37
illumination.csv,0.0,0.0,0.0,0.0,0.99,0.95,0.68,0.44,0.0,0.12,0.7,0.0,0.0,0.98,0.01
ldview.csv,0.77,1.0,0.3,0.98,0.82,0.97,0.73,0.65,0.77,0.75,0.75,0.56,0.08,1.0,0.84
monetdb.csv,0.29,0.26,0.46,0.27,0.16,0.26,0.15,0.22,0.31,0.58,0.1,0.42,0.58,0.22,0.32
netatalk.csv,0.56,0.61,0.49,0.65,0.8,0.32,0.82,0.87,1.0,0.66,0.85,0.42,0.85,0.77,0.68
olex2.csv,0.32,0.82,0.03,0.21,0.79,0.16,0.48,0.45,0.48,0.14,0.1,0.24,0.45,0.47,0.16
qpe.csv,0.31,0.75,0.11,0.37,0.24,0.55,0.42,0.13,0.4,0.35,0.05,0.07,0.04,0.62,0.51
quark.csv,0.03,0.02,0.24,0.25,0.18,0.08,0.02,0.08,0.23,0.15,0.4,0.1,0.32,0.0,0.67
sepgsql.csv,0.25,0.31,0.22,0.26,0.17,0.21,0.23,0.21,0.37,0.35,0.15,0.38,0.45,0.27,0.87
synergyspace.csv,0.24,0.15,0.08,0.07,0.69,0.11,0.68,0.24,0.27,0.34,0.15,0.11,0.03,0.15,0.09
