,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.13,0.04,0.39,0.46,0.02,0.3,0.05,0.18,0.22,0.23,0.39,0.46,0.52,0.67,0.1
fmri-dmt.csv,0.05,0.03,0.3,0.21,0.0,0.22,0.22,0.21,0.12,0.17,0.45,0.39,0.33,0.28,0.13
ftm.csv,0.24,0.06,0.71,0.62,0.03,0.47,0.17,0.27,0.23,0.17,0.89,0.67,0.61,0.12,0.18
fulguro.csv,0.07,0.0,0.86,0.56,0.01,0.17,0.1,0.3,0.0,0.23,0.62,0.5,0.4,0.17,0.22
gss.csv,0.09,0.06,0.38,0.38,0.01,0.34,0.08,0.2,0.2,0.27,0.88,0.48,0.49,0.36,0.19
illumination.csv,0.0,0.0,0.0,0.0,0.01,0.25,0.11,0.19,0.0,0.64,0.66,0.0,0.0,0.25,0.0
ldview.csv,0.08,0.05,0.56,0.31,0.01,0.26,0.1,0.18,0.22,0.21,0.62,0.57,0.76,0.27,0.12
monetdb.csv,0.15,0.09,0.43,0.55,0.05,0.33,0.1,0.19,0.38,0.19,0.85,0.51,0.47,0.46,0.07
netatalk.csv,0.1,0.06,0.4,0.34,0.0,0.43,0.11,0.21,0.2,0.25,0.6,0.56,0.47,0.23,0.14
olex2.csv,0.15,0.05,0.0,0.52,0.01,0.54,0.14,0.17,0.17,0.1,0.83,0.72,0.58,0.29,0.24
qpe.csv,0.16,0.06,0.6,0.46,0.0,0.34,0.13,0.32,0.3,0.23,0.95,0.74,0.79,0.0,0.13
quark.csv,0.35,0.0,0.5,0.47,0.0,0.57,0.0,0.27,0.5,0.17,0.58,0.63,0.62,1.0,0.07
sepgsql.csv,0.17,0.11,0.56,0.52,0.05,0.5,0.07,0.22,0.37,0.15,0.79,0.55,0.57,0.37,0.1
synergyspace.csv,0.09,0.08,0.0,0.42,0.01,0.2,0.11,0.38,0.18,0.15,0.75,0.2,0.5,0.0,0.12
