,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.12,0.67,0.63,0.89,0.48,0.52,1.0,0.9,0.93,0.72,1.0,0.79
crisscross.csv,1.0,1.0,0.32,0.62,0.7,0.91,0.91,0.95,0.65,1.0,0.74,0.98
gabel.csv,0.55,0.7,0.59,0.52,0.89,0.67,0.75,0.83,0.22,0.94,0.71,0.63
jguard.csv,1.0,1.0,0.89,0.89,1.0,0.93,0.96,0.44,1.0,1.0,0.76,0.95
jitterbit.csv,0.52,1.0,0.75,0.56,0.53,0.39,0.88,0.66,0.89,0.76,0.92,0.63
mycila.csv,1.02,0.82,0.9,0.71,0.83,0.92,0.71,0.63,0.67,0.97,0.51,0.64
nova.csv,1.07,0.26,0.67,0.49,0.85,0.87,0.75,0.45,0.5,0.82,0.77,0.57
ontomorphtab.csv,0.51,1.0,1.0,0.39,0.95,0.8,0.87,0.72,0.54,0.95,0.82,0.97
tmva.csv,0.71,0.69,1.0,0.95,1.0,0.87,1.0,0.68,0.97,0.86,0.98,0.35
vienna-add-in.csv,1.07,0.53,0.74,0.71,0.96,0.61,0.47,0.75,0.95,0.68,0.8,0.7
vrjuggler.csv,0.51,0.9,0.97,0.83,0.76,0.76,0.69,0.75,1.02,0.49,0.7,0.92
wpdev.csv,0.0,0.71,0.74,0.86,0.8,0.96,0.98,1.0,1.0,0.87,1.0,1.0
