,wpdev.csv,nova.csv,crisscross.csv,ontomorphtab.csv,abbot.csv,jitterbit.csv,vienna-add-in.csv,jguard.csv,gabel.csv,vrjuggler.csv,mycila.csv,tmva.csv
abbot.csv,0.0,0.27,0.6,0.86,0.44,0.48,1.0,0.86,0.93,0.58,1.0,0.68
crisscross.csv,1.0,1.0,0.29,0.62,0.33,0.91,0.9,0.95,0.53,1.0,0.74,0.98
gabel.csv,0.0,0.09,0.45,0.1,0.0,0.11,0.1,0.21,0.18,0.1,0.38,0.32
jguard.csv,1.0,1.0,0.88,0.86,1.0,0.86,0.95,0.32,1.0,1.0,0.76,0.95
jitterbit.csv,0.0,0.0,0.67,0.14,0.22,0.19,0.73,0.39,0.89,0.32,0.83,0.38
mycila.csv,1.0,0.61,0.87,0.43,0.83,0.53,0.63,0.61,0.67,0.97,0.31,0.5
nova.csv,1.0,0.2,0.55,0.24,0.67,0.77,0.54,0.3,0.5,0.53,0.48,0.45
ontomorphtab.csv,0.5,1.0,1.0,0.19,0.94,0.67,0.8,0.7,0.52,0.95,0.81,0.97
tmva.csv,0.0,0.05,1.0,0.95,1.0,0.65,1.0,0.5,0.97,0.29,0.98,0.25
vienna-add-in.csv,1.0,0.48,0.7,0.67,0.83,0.5,0.39,0.41,0.38,0.53,0.62,0.65
vrjuggler.csv,0.0,0.32,0.34,0.57,0.5,0.28,0.49,0.41,0.18,0.32,0.36,0.18
wpdev.csv,0.0,0.64,0.6,0.86,0.61,0.96,0.98,1.0,1.0,0.83,1.0,1.0
