,recall,precision,pf,pci_20,ifa,wins
abbot.csv,0.805,0.345,0.64,0.435,2.5,3
crisscross.csv,0.925,0.365,0.905,0.42,1.0,7
gabel.csv,0.37,0.52,0.10500000000000001,0.65,1.0,11
jguard.csv,0.96,0.39,0.95,0.44,3.0,1
jitterbit.csv,0.5,0.48,0.35,0.515,2.0,9
mycila.csv,0.7150000000000001,0.37,0.62,0.51,3.0,2
nova.csv,0.605,0.545,0.515,0.495,1.0,10
ontomorphtab.csv,0.905,0.31,0.805,0.39,1.5,4
tmva.csv,0.865,0.495,0.8,0.445,2.0,8
vienna-add-in.csv,0.635,0.325,0.575,0.57,1.5,6
vrjuggler.csv,0.385,0.33,0.33,0.75,3.0,5
wpdev.csv,0.975,0.31000000000000005,0.9099999999999999,0.415,3.5,0
