,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,cortex-vfx.csv,ffigo.csv,mplayer-ce.csv,wikipediardware.csv
cortex-vfx.csv,0.75,0.2,0.2,0.69,0.54,0.16,0.99,0.68,0.56,0.85
empserver.csv,0.71,0.3,0.17,0.63,1.0,0.09,0.31,0.7,0.45,0.84
enlightenment.csv,0.73,0.17,0.15,0.99,0.55,0.0,0.32,0.83,0.46,0.8
ffigo.csv,0.68,0.1,0.18,0.68,0.52,0.0,0.33,1.0,0.45,0.63
ildjit.csv,0.49,0.96,0.16,0.4,0.57,0.4,0.25,0.5,0.48,0.33
jfreereport.csv,0.55,0.28,0.99,0.54,0.48,0.13,0.25,0.56,0.47,0.69
mplayer-ce.csv,0.65,0.23,0.14,0.57,0.5,0.09,0.3,0.63,0.99,0.7
psycle.csv,0.99,0.27,0.13,0.6,0.52,0.1,0.27,0.6,0.44,0.82
wikipediardware.csv,0.76,0.18,0.14,0.63,0.48,0.1,0.24,0.67,0.47,0.97
wxjs.csv,0.0,0.0,0.0,0.67,0.0,1.0,0.0,0.0,0.0,0.0
