,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,cortex-vfx.csv,ffigo.csv,mplayer-ce.csv,wikipediardware.csv
cortex-vfx.csv,0.77,0.8,0.74,0.67,0.72,0.65,0.12,0.78,0.7,0.72
empserver.csv,0.67,0.57,0.61,0.64,0.0,0.75,0.54,0.59,0.77,0.48
enlightenment.csv,0.6,0.88,0.76,0.03,0.69,1.01,0.51,0.51,0.84,0.57
ffigo.csv,0.7,0.97,0.57,0.62,0.72,1.04,0.5,0.03,0.82,0.93
ildjit.csv,0.89,0.1,0.91,0.98,0.8,0.75,0.71,0.97,0.82,0.98
jfreereport.csv,0.91,0.61,0.14,0.8,0.8,0.61,0.94,0.84,0.74,0.87
mplayer-ce.csv,0.93,0.88,0.7,0.93,0.92,0.91,0.62,0.88,0.05,0.95
psycle.csv,0.04,0.7,0.8,0.79,0.89,0.68,0.61,0.82,0.83,0.53
wikipediardware.csv,0.52,0.82,0.85,0.7,0.94,0.78,0.81,0.69,0.75,0.08
wxjs.csv,1.0,1.0,1.0,0.99,1.0,0.0,1.0,1.0,1.0,1.0
