,recall,precision,pf,pci_20,ifa,wins
alpine.csv,0.7150000000000001,0.42000000000000004,0.6399999999999999,0.445,1.0,4
alsa.csv,0.705,0.505,0.45999999999999996,0.48,1.0,10
boost.csv,0.64,0.56,0.425,0.445,0.5,13
fmri-dmt.csv,0.535,0.385,0.5349999999999999,0.6699999999999999,1.0,9
genecys.csv,0.55,0.36,0.74,0.565,1.5,1
gusanos.csv,0.52,0.5,0.29000000000000004,0.5,1.0,11
hatari.csv,0.79,0.44,0.635,0.42500000000000004,1.5,5
n2cms.csv,0.67,0.5,0.55,0.375,1.0,8
nug.csv,0.835,0.45,0.75,0.46,2.0,2
nuttx.csv,0.44,0.52,0.355,0.59,1.0,14
proftp.csv,0.295,0.5700000000000001,0.155,0.44,0.5,12
pydev.csv,0.425,0.605,0.245,0.575,0.5,17
tcl.csv,0.5,0.42500000000000004,0.5700000000000001,0.57,1.5,6
truevision.csv,0.43999999999999995,0.58,0.255,0.47,0.5,15
uclmda.csv,0.02,0.14500000000000002,0.08,0.815,6.5,0
uwom.csv,0.5,0.48,0.27,0.6,1.0,16
wxjs.csv,0.025,0.255,0.02,0.8,4.0,3
wxstudio.csv,0.475,0.4,0.505,0.605,2.0,7
