,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.96,0.76,0.32,0.81
google-caja.csv,0.88,0.35,0.58,0.35
itext.csv,0.64,1.0,0.59,0.31
plee-the-bear.csv,0.3,0.65,0.78,0.73
