,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.65,0.56,0.66,0.91,0.94,0.97,0.75,0.94,0.38,0.0,0.3,0.36
emono.csv,0.3,0.88,0.54,0.74,0.61,0.87,0.81,0.93,0.25,1.0,0.48,0.7
freedom-erp.csv,0.4,0.38,0.54,0.04,0.0,0.28,0.11,0.75,0.0,0.0,0.01,0.62
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.0,1.0,0.0,0.0
jmoney.csv,0.85,0.44,0.59,0.57,0.44,0.59,0.21,0.26,0.62,0.0,0.68,0.6
jmonkeyengine.csv,0.3,0.81,0.37,0.91,0.61,0.59,0.53,0.0,0.62,1.0,0.84,0.85
jsidplay2.csv,0.6,0.06,0.8,0.13,0.44,0.72,0.63,0.99,0.12,0.0,0.12,0.18
matrex.csv,0.85,0.5,0.41,0.0,0.11,0.62,0.82,0.45,0.12,0.0,0.32,0.28
mediate.csv,0.5,0.81,0.32,0.35,0.44,0.74,0.74,0.57,0.62,1.0,0.0,0.21
mesa3d.csv,0.2,0.25,0.22,0.57,0.17,0.46,0.18,0.35,0.62,0.0,0.48,0.57
pustefix.csv,0.35,0.12,0.17,0.57,0.72,0.08,0.08,0.15,0.25,0.5,0.88,0.56
reaper3d.csv,0.5,0.12,0.51,0.61,0.28,0.05,0.14,0.36,0.75,0.0,0.0,0.18
