,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.41,0.5,0.78,0.85,0.88,0.81,0.57,0.38,0.13,0.47,0.25,0.88,0.1,0.11,0.7,1.0
amygdala.csv,0.52,0.3,0.59,0.04,0.0,0.1,0.0,0.08,0.13,0.76,0.47,0.12,0.51,0.43,0.15,0.4
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.11,0.06,1.0
dspace-gsoc.csv,0.59,0.86,0.67,0.18,0.18,0.57,0.71,0.92,0.95,0.61,0.81,0.38,0.82,0.31,0.45,0.8
hydrate.csv,0.7,0.8,0.7,0.16,1.0,0.67,0.86,0.85,0.72,0.58,0.72,0.75,0.61,0.77,0.7,1.0
ivef-sdk.csv,0.79,0.61,0.52,1.0,0.24,0.76,0.93,0.0,0.82,0.03,0.17,0.0,0.54,0.34,0.0,0.8
jmri.csv,0.41,0.68,0.11,0.57,0.48,0.62,0.21,0.15,0.33,0.29,0.17,0.5,0.36,0.14,0.24,1.0
kdenlive.csv,0.73,0.49,0.56,0.31,0.18,0.76,0.64,0.85,0.77,0.76,0.97,0.88,0.71,0.6,0.91,1.0
motu.csv,0.54,0.59,0.63,0.43,0.09,0.57,0.14,0.62,0.97,0.39,0.31,0.5,0.85,0.4,0.39,0.8
plplot.csv,0.52,0.48,0.07,0.54,0.79,0.62,0.21,0.85,0.38,0.18,0.61,0.75,0.54,0.2,0.58,0.6
projectfactory.csv,0.06,0.42,0.44,0.06,0.33,0.43,0.43,0.77,0.62,0.24,0.28,0.88,0.24,0.31,0.79,0.8
runuomondains.csv,0.45,0.8,0.37,0.55,0.61,0.67,0.57,0.69,0.87,0.61,0.56,0.88,0.42,0.17,0.39,0.6
somap.csv,0.92,0.76,1.0,0.6,0.85,0.81,1.0,1.0,0.74,0.97,1.0,0.88,0.85,1.0,1.0,1.0
taverna.csv,0.23,0.13,0.74,0.1,0.7,0.38,0.5,0.38,0.64,0.34,0.0,0.38,0.19,0.26,0.03,0.0
tigermud.csv,0.38,0.71,0.44,0.0,0.06,0.1,0.0,0.77,0.15,0.21,0.56,0.38,0.64,0.77,0.94,0.0
wishmaster.csv,0.46,0.33,0.22,0.51,0.03,0.33,0.71,0.15,0.21,0.29,0.17,0.5,0.31,0.11,0.06,1.0
