,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.39,0.51,0.48,0.55,0.88,0.49,0.55,0.4,0.16,0.4,0.29,0.13,0.12,0.13,0.48,0.81
amygdala.csv,0.54,0.34,0.52,0.05,0.0,0.12,0.0,0.1,0.16,0.73,0.47,0.15,0.46,0.45,0.18,0.44
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.13,0.07,1.0
dspace-gsoc.csv,0.61,0.53,0.6,0.21,0.21,0.58,0.65,0.49,0.27,0.6,0.77,0.43,0.0,0.35,0.49,0.51
hydrate.csv,0.68,0.62,0.58,0.16,0.33,0.59,0.58,0.26,0.62,0.61,0.53,0.65,0.58,0.7,0.66,0.62
ivef-sdk.csv,0.58,0.58,0.49,1.0,0.25,0.17,0.54,0.0,0.54,0.04,0.2,0.0,0.0,0.35,0.0,0.67
jmri.csv,0.46,0.68,0.13,0.62,0.47,0.63,0.24,0.18,0.37,0.33,0.2,0.54,0.4,0.17,0.28,0.3
kdenlive.csv,0.72,0.51,0.55,0.27,0.21,0.72,0.6,0.67,0.61,0.59,0.38,0.7,0.73,0.56,0.66,0.83
motu.csv,0.57,0.57,0.59,0.48,0.11,0.58,0.17,0.64,0.09,0.42,0.34,0.53,0.0,0.43,0.43,0.66
plplot.csv,0.56,0.51,0.09,0.12,0.68,0.64,0.24,0.76,0.41,0.21,0.59,0.62,0.53,0.24,0.58,0.48
projectfactory.csv,0.07,0.45,0.48,0.07,0.37,0.45,0.41,0.64,0.6,0.28,0.32,0.82,0.28,0.35,0.75,0.76
runuomondains.csv,0.5,0.67,0.39,0.12,0.43,0.68,0.55,0.62,0.51,0.51,0.51,0.86,0.48,0.2,0.42,0.48
somap.csv,0.21,0.53,0.57,0.0,0.52,0.52,0.3,0.09,0.49,0.24,0.0,0.27,0.88,0.0,0.0,0.54
taverna.csv,0.27,0.16,0.74,0.12,0.67,0.43,0.53,0.39,0.56,0.38,0.0,0.43,0.23,0.3,0.04,0.0
tigermud.csv,0.38,0.49,0.48,0.0,0.07,0.12,0.0,0.17,0.18,0.24,0.37,0.42,0.61,0.66,0.55,0.0
wishmaster.csv,0.5,0.37,0.26,0.56,0.04,0.38,0.72,0.18,0.25,0.33,0.2,0.55,0.35,0.13,0.07,0.77
