,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,96.5,99.0,93.5,1935.0,73.5,97.5,195.0,93.5,96.5,95.5,168.0,191.0,192.0,94.5,95.5,921.5
amygdala.csv,294.0,99.0,97.5,40.5,344.0,94.5,218.0,898.0,155.0,97.5,97.5,93.5,98.5,98.5,94.5,966.0
cme.csv,0.0,88.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.5,146.0,0.0,94.5,42.5,68.5
dspace-gsoc.csv,195.5,99.0,95.5,651.5,797.0,97.5,367.0,285.5,99.0,97.5,97.5,94.5,98.5,88.5,97.5,2307.0
hydrate.csv,294.0,99.0,97.5,2024.0,805.5,97.5,653.5,285.5,96.5,97.5,97.5,192.0,98.5,98.5,91.5,1243.5
ivef-sdk.csv,195.5,99.0,95.5,55.5,709.0,97.5,563.0,14.5,99.0,171.0,97.5,47.0,98.5,88.5,0.0,1786.0
jmri.csv,96.5,99.0,1179.5,55.5,436.5,97.5,367.0,184.0,99.0,256.5,97.5,93.5,189.0,94.5,71.5,1415.5
kdenlive.csv,294.0,99.0,97.5,2024.0,614.0,97.5,96.5,188.0,99.0,97.5,97.5,192.0,98.5,94.5,97.5,822.0
motu.csv,195.0,99.0,97.5,252.0,475.0,97.5,432.0,262.5,195.5,97.5,97.5,94.5,98.5,94.5,97.5,1677.0
plplot.csv,96.5,99.0,990.0,2338.0,521.0,97.5,367.0,285.5,99.0,345.0,97.5,192.0,189.0,94.5,97.5,987.0
projectfactory.csv,85.5,99.0,97.5,388.0,498.5,97.5,563.0,188.0,99.0,95.5,97.5,192.0,98.5,98.5,97.5,986.0
runuomondains.csv,96.5,99.0,95.5,2338.0,805.5,97.5,367.0,188.0,96.5,97.5,97.5,93.5,95.5,94.5,91.5,1221.5
somap.csv,294.0,99.0,97.5,2411.5,1019.5,97.5,292.5,285.5,99.0,97.5,97.5,192.0,98.5,98.5,97.5,1505.0
taverna.csv,96.5,195.0,97.5,599.5,670.0,97.5,181.0,954.5,96.5,97.5,0.0,184.5,95.5,94.5,80.5,360.5
tigermud.csv,96.5,99.0,97.5,210.5,179.5,94.5,617.0,363.0,99.0,95.5,93.5,192.0,98.5,98.5,97.5,400.5
wishmaster.csv,96.5,99.0,290.0,321.5,190.5,260.5,275.5,110.0,96.5,173.0,45.5,330.5,93.5,94.5,80.5,1075.5
