,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.46,0.51,0.46,0.78,0.88,0.4,0.3,0.24,0.22,0.44,0.38,0.19,0.18,0.2,0.65,0.26
amygdala.csv,0.61,0.41,0.42,0.09,0.0,0.17,0.0,0.06,0.2,0.72,0.54,0.14,0.65,0.51,0.26,0.17
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.19,0.11,0.91
dspace-gsoc.csv,0.68,0.62,0.47,0.28,0.21,0.45,0.36,0.38,0.64,0.61,0.81,0.29,0.86,0.43,0.57,0.16
hydrate.csv,0.74,0.62,0.47,0.21,0.67,0.4,0.33,0.33,0.6,0.64,0.68,0.25,0.74,0.75,0.71,0.2
ivef-sdk.csv,0.72,0.56,0.38,1.0,0.24,0.35,0.34,0.0,0.62,0.05,0.27,0.0,0.67,0.4,0.0,0.2
jmri.csv,0.56,0.66,0.11,0.72,0.46,0.5,0.15,0.16,0.41,0.39,0.26,0.31,0.52,0.24,0.36,0.17
kdenlive.csv,0.76,0.51,0.45,0.37,0.25,0.54,0.33,0.42,0.61,0.64,0.8,0.27,0.82,0.62,0.79,0.28
motu.csv,0.64,0.54,0.47,0.59,0.14,0.45,0.12,0.5,0.64,0.45,0.4,0.28,0.88,0.49,0.52,0.2
plplot.csv,0.65,0.51,0.08,0.55,0.66,0.52,0.14,0.49,0.43,0.24,0.66,0.24,0.68,0.3,0.63,0.13
projectfactory.csv,0.11,0.47,0.47,0.11,0.39,0.33,0.2,0.39,0.58,0.33,0.41,0.39,0.38,0.43,0.79,0.3
runuomondains.csv,0.59,0.65,0.32,0.56,0.49,0.54,0.3,0.37,0.63,0.54,0.59,0.52,0.59,0.23,0.48,0.13
somap.csv,0.75,0.58,0.56,0.58,0.63,0.41,0.33,0.37,0.57,0.69,0.79,0.2,0.92,0.77,0.78,0.19
taverna.csv,0.36,0.21,0.66,0.17,0.65,0.46,0.33,0.23,0.55,0.44,0.0,0.43,0.33,0.37,0.06,0.0
tigermud.csv,0.44,0.55,0.44,0.0,0.11,0.17,0.0,0.3,0.22,0.28,0.56,0.21,0.76,0.73,0.78,0.0
wishmaster.csv,0.58,0.42,0.25,0.65,0.06,0.41,0.5,0.25,0.29,0.39,0.27,0.4,0.46,0.2,0.11,0.24
