,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.0,98.5,96.5,0.0,198.0,99.0,925.5,0.0,0.0,81.5,98.5,287.0,97.5,0.0,79.5,97.5,0.0
fontforge.csv,198.0,99.0,294.0,98.5,396.0,99.0,2157.5,269.5,98.5,385.0,98.5,394.0,98.5,394.0,2819.0,198.0,195.0
glas.csv,198.0,98.5,195.5,98.5,198.0,99.0,1510.0,814.5,98.5,385.0,98.5,295.0,98.5,274.0,1667.5,198.0,573.5
gmerlin.csv,0.0,99.0,195.5,98.5,0.0,99.0,2249.0,0.0,98.5,0.0,98.5,295.0,98.5,196.0,2819.0,0.0,191.0
hannosset.csv,198.0,98.5,96.5,156.0,983.0,163.0,672.5,268.5,825.5,286.0,84.5,97.5,95.5,534.0,400.0,802.0,294.0
hatari.csv,99.0,99.0,92.5,98.5,396.0,843.5,1957.0,904.0,98.5,286.5,98.5,394.0,98.5,394.0,1141.0,198.0,96.5
jaolt.csv,96.5,99.0,96.5,98.5,99.0,99.0,859.5,627.5,98.5,191.0,98.5,295.0,98.5,158.0,980.5,97.5,371.5
jcl.csv,198.0,98.5,294.0,98.5,99.0,846.5,1631.0,550.0,1292.0,639.5,98.5,95.5,97.5,342.0,688.5,97.5,195.5
ltp.csv,99.0,99.0,195.0,96.5,584.5,1031.5,2152.5,265.5,98.5,92.5,98.5,294.0,95.5,393.0,2137.5,198.0,96.5
mia.csv,99.0,98.5,275.5,98.5,95.5,557.0,1116.0,273.5,1170.5,385.0,96.5,194.0,98.5,152.0,36.5,490.5,195.5
net-snmp.csv,195.0,99.0,195.0,98.5,198.0,98.5,701.0,904.0,98.5,289.5,98.5,295.0,97.5,295.0,1080.0,196.5,96.5
opde.csv,198.0,98.5,294.0,96.5,396.0,99.0,1179.5,716.0,98.5,0.0,98.5,394.0,98.5,436.5,2786.5,198.0,280.5
oppna-program-hsatools.csv,99.0,99.0,195.0,98.5,198.0,937.0,2098.0,640.5,98.5,385.0,98.5,394.0,98.5,530.0,325.5,97.5,294.0
powerfolder-.csv,96.5,98.5,96.5,98.5,99.0,98.5,969.5,543.0,98.5,385.0,96.5,394.0,98.5,241.5,635.0,98.5,294.0
qlc.csv,96.5,98.5,83.5,266.5,396.0,99.0,662.0,156.0,98.5,286.5,98.5,394.0,98.5,249.5,2103.0,97.5,85.5
tcl.csv,99.0,99.0,193.0,98.5,982.5,99.0,1897.0,0.0,1202.5,93.5,98.5,2595.0,98.5,786.0,1415.0,0.0,96.5
