,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.0,0.48,0.34,0.0,0.95,0.65,1.0,0.0,0.0,0.15,0.23,0.06,0.56,0.0,0.17,0.14,0.0
fontforge.csv,0.85,0.9,0.93,1.0,1.0,0.74,1.0,0.71,0.89,1.0,0.65,0.83,0.67,0.81,1.0,1.0,0.88
glas.csv,0.78,0.81,0.69,0.4,0.76,0.79,1.0,1.0,0.94,0.28,0.79,0.72,0.67,0.68,0.83,0.93,0.84
gmerlin.csv,0.0,0.94,0.69,0.96,0.0,0.79,1.0,0.0,0.78,0.0,0.92,0.78,0.96,0.86,1.0,0.0,0.69
hannosset.csv,0.73,0.19,0.34,0.04,0.79,0.29,0.0,0.38,0.56,0.28,0.21,0.17,0.19,0.11,0.83,0.14,0.81
hatari.csv,0.61,0.71,0.69,0.76,0.72,0.56,1.0,0.88,0.94,0.9,0.44,1.0,0.48,0.62,0.67,0.86,0.41
jaolt.csv,0.63,0.77,0.48,0.6,0.13,0.35,1.0,0.75,0.67,0.21,0.77,0.61,0.71,0.08,0.17,0.14,0.5
jcl.csv,0.88,0.55,0.69,0.48,0.8,0.55,1.0,0.67,0.56,0.72,0.61,0.22,0.47,0.08,0.83,0.57,0.56
ltp.csv,0.37,0.71,0.86,0.76,0.77,0.68,0.0,0.29,0.56,0.62,0.65,0.61,0.6,0.43,1.0,0.71,0.31
mia.csv,0.44,0.13,0.41,0.64,0.04,0.24,1.0,0.62,0.39,0.9,0.37,0.56,0.16,0.03,0.0,0.21,0.34
net-snmp.csv,0.71,0.55,0.66,0.48,0.76,0.7,1.0,1.0,1.0,0.51,0.7,0.78,0.34,0.7,0.17,0.29,0.38
opde.csv,1.0,0.58,1.0,0.6,1.0,0.73,1.0,0.92,0.78,0.0,0.64,1.0,0.7,0.35,0.83,0.79,0.41
oppna-program-hsatools.csv,0.88,0.65,0.76,1.0,0.91,0.5,1.0,0.88,0.89,0.95,0.88,1.0,0.62,0.41,0.5,0.71,0.62
powerfolder-.csv,0.66,0.68,0.59,0.72,0.29,0.38,1.0,0.67,0.89,0.67,0.48,0.89,0.36,0.27,0.5,0.86,0.69
qlc.csv,0.15,0.87,0.24,0.56,0.96,0.48,1.0,0.25,0.67,0.67,0.25,0.72,0.51,0.3,0.83,0.57,0.06
tcl.csv,0.51,0.61,0.66,0.84,0.6,0.62,0.0,0.0,0.56,0.74,0.71,0.5,0.86,0.86,0.33,0.0,0.16
