,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.54,0.63,1.04,0.58,0.81,0.37,0.84,0.96,0.66,0.78,0.05,0.67,0.71,0.69,0.64,0.62,0.54,0.72,0.66
auber.csv,0.82,0.77,1.12,0.66,0.77,0.65,0.8,0.76,0.66,0.67,0.54,0.76,0.0,0.63,1.13,0.8,0.8,0.75,0.66
cortex-vfx.csv,0.54,0.61,1.01,0.59,0.8,0.32,0.74,1.02,0.68,0.75,0.54,0.59,0.77,0.05,0.78,0.78,0.8,0.81,0.75
empserver.csv,0.64,0.83,0.87,0.65,0.54,0.58,0.03,0.53,0.8,0.8,0.5,0.64,0.68,0.67,0.36,0.65,0.75,0.68,0.7
flylegacy.csv,0.58,0.06,1.16,0.73,0.89,0.85,0.57,0.8,0.78,0.68,0.61,0.53,0.7,0.59,0.57,0.61,0.65,0.83,0.66
galaxium.csv,0.78,0.89,1.0,1.01,0.87,1.0,0.81,1.0,0.69,0.92,0.7,0.0,0.99,0.95,0.71,0.78,0.94,0.87,0.76
growl-for-windows.csv,0.8,0.75,0.52,0.62,0.67,0.71,0.6,0.77,0.78,0.48,0.64,0.63,0.78,0.66,1.01,0.67,0.0,0.59,0.71
k3d.csv,0.78,0.78,1.0,0.76,0.03,0.84,1.0,1.0,0.92,0.81,0.83,0.94,0.91,0.98,0.93,0.81,0.89,1.0,1.0
libarchive.csv,0.48,0.59,1.03,0.66,0.66,0.42,0.67,0.66,0.47,0.38,0.42,0.39,0.55,0.59,0.28,0.59,0.4,0.88,0.06
linux-ntfs.csv,0.46,0.79,0.49,0.7,0.75,0.34,0.69,0.68,0.73,0.66,0.61,0.61,0.68,0.6,0.64,0.0,0.77,0.86,0.62
m-a-d-n-e-s-s.csv,0.59,0.55,1.05,0.56,0.81,0.51,0.79,0.77,0.73,0.08,0.43,0.82,0.6,0.64,1.15,0.57,0.47,0.56,0.7
novembre.csv,0.66,0.77,1.05,0.07,0.87,0.84,1.0,0.88,0.9,0.68,0.81,0.9,0.79,0.72,0.83,0.69,0.88,0.75,0.92
qtwin.csv,1.0,0.98,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
st-filteredstatistics.csv,0.5,0.76,1.06,0.68,0.67,0.49,0.7,0.65,0.08,0.6,0.51,0.54,0.73,0.56,0.55,0.71,0.71,0.72,0.5
tweetsharp.csv,0.68,0.66,1.07,0.66,0.84,0.93,0.62,0.81,0.81,0.73,0.77,0.78,0.75,0.65,1.09,0.69,0.72,0.02,0.77
unladen-swallow.csv,0.35,0.66,1.09,0.79,0.94,1.0,0.89,0.93,0.74,0.81,0.72,0.93,0.94,1.0,1.05,0.78,0.86,0.98,0.75
wishmaster.csv,0.62,0.48,1.04,0.78,0.89,0.22,0.82,0.29,0.86,0.77,0.55,0.64,0.85,0.89,1.03,0.78,0.8,0.82,0.66
