,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.56,0.42,0.66,0.5,0.83,0.69,0.89,0.67,0.56,0.71,0.57,0.88,0.53,0.62,0.48,0.54,0.84,0.45,0.76
auber.csv,0.62,0.41,0.5,0.5,0.61,0.7,0.45,0.55,0.61,0.57,0.66,0.76,0.51,0.72,0.52,0.41,0.62,0.5,0.54
cortex-vfx.csv,0.53,0.54,0.99,0.59,0.87,0.65,0.53,0.92,0.73,0.79,0.57,0.81,0.7,0.89,0.77,0.9,0.64,0.71,0.75
empserver.csv,0.61,0.39,0.36,0.5,0.63,0.78,0.51,0.58,0.38,0.41,0.54,0.44,0.61,0.56,0.41,0.44,0.55,0.41,0.49
flylegacy.csv,0.47,0.39,0.4,0.42,0.56,0.5,0.56,0.42,0.46,0.42,0.43,0.55,0.58,0.55,0.52,0.43,0.45,0.41,0.47
galaxium.csv,0.93,0.89,0.96,0.83,0.96,0.99,0.73,0.5,0.75,0.86,0.98,0.63,0.5,0.95,0.59,0.7,0.86,0.88,0.87
growl-for-windows.csv,0.72,0.45,0.56,0.43,0.51,0.69,0.62,0.39,0.58,0.55,0.53,0.57,0.67,0.62,0.36,0.58,0.56,0.41,0.67
k3d.csv,1.0,0.93,0.5,0.92,0.97,1.0,0.41,0.8,0.67,0.91,0.97,0.75,0.86,0.96,0.75,0.83,0.8,0.0,0.44
libarchive.csv,0.44,0.33,0.64,0.4,0.45,0.48,0.5,0.39,0.38,0.54,0.46,0.42,0.49,0.49,0.36,0.41,0.56,0.67,0.54
linux-ntfs.csv,0.48,0.42,0.49,0.55,0.6,0.62,0.51,0.55,0.69,0.45,0.6,0.46,0.62,0.72,0.48,0.54,0.47,0.69,0.59
m-a-d-n-e-s-s.csv,0.66,0.43,0.76,0.64,0.75,0.63,0.92,0.52,0.65,0.7,0.51,0.95,0.57,0.49,0.5,0.46,0.72,0.5,0.82
novembre.csv,0.72,0.94,0.84,0.71,0.92,1.0,0.0,0.79,0.88,0.73,0.94,0.95,0.83,0.91,0.9,0.88,0.88,0.77,0.8
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st-filteredstatistics.csv,0.46,0.6,0.74,0.5,0.52,0.56,0.39,0.45,0.36,0.58,0.54,0.42,0.54,0.56,0.42,0.43,0.46,0.5,0.5
tweetsharp.csv,0.55,0.44,0.62,0.4,0.43,0.54,0.7,0.41,0.63,0.47,0.62,0.66,0.52,0.42,0.53,0.49,0.58,0.44,0.63
unladen-swallow.csv,1.0,0.54,0.7,0.88,0.6,0.98,0.83,0.86,0.54,0.58,0.55,0.68,0.92,0.5,0.46,0.89,0.52,0.5,0.69
wishmaster.csv,0.64,0.45,0.91,0.67,0.54,0.77,0.4,0.9,0.88,0.51,0.55,0.48,0.89,0.98,0.43,0.67,0.51,0.71,0.5
