,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,carabiner.csv
anaxagora.csv,0.05,0.71,0.21,0.46,0.62,0.46,0.47,0.14,0.49
carabiner.csv,0.09,0.69,0.11,0.47,0.27,0.52,0.24,0.14,0.71
continuum-ide.csv,0.05,0.68,0.12,0.42,0.27,0.67,0.16,0.11,0.15
gtad.csv,0.22,0.31,0.07,0.39,0.29,0.29,0.2,0.21,0.3
htmlunit.csv,0.1,0.58,0.22,0.58,0.52,0.45,0.32,0.17,0.6
jsr308-langtools.csv,0.07,0.88,0.19,0.0,0.93,0.47,0.29,0.14,0.46
kaffeine.csv,0.06,0.92,0.04,0.53,0.75,0.49,0.33,0.14,0.31
stemkit.csv,0.0,0.62,0.26,0.38,0.58,0.36,0.18,0.42,0.2
taokgame.csv,0.06,0.19,0.71,0.24,0.42,0.32,0.23,0.09,0.23
