,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,carabiner.csv
anaxagora.csv,0.71,0.45,0.63,0.59,0.55,0.79,0.39,0.72,0.57
carabiner.csv,0.59,0.47,0.95,0.88,0.84,0.75,0.73,0.7,0.29
continuum-ide.csv,0.7,0.91,0.84,0.68,0.89,0.33,0.84,0.79,0.91
gtad.csv,0.2,0.82,0.93,0.7,0.83,0.78,0.82,0.68,0.78
htmlunit.csv,0.52,0.59,0.66,0.45,0.64,0.64,0.59,0.62,0.42
jsr308-langtools.csv,0.8,1.0,0.84,1.0,0.12,0.97,0.95,0.99,1.0
kaffeine.csv,0.96,0.15,1.04,0.56,1.0,0.92,0.56,0.76,0.76
stemkit.csv,1.01,0.68,0.55,0.69,0.58,0.77,0.81,0.25,0.89
taokgame.csv,0.64,0.9,0.1,0.84,0.78,0.75,0.74,0.86,0.83
