,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.0,0.22,0.0,0.08,0.15,0.0
foursquared.csv,0.86,0.11,0.67,0.75,0.46,0.0
ifmo-game-1.csv,0.14,0.11,0.0,0.58,0.23,1.0
micomt.csv,0.43,0.22,0.33,1.0,0.69,1.0
voms.csv,0.29,0.33,1.0,0.25,0.0,0.0
